suburb,postalCode,year,bed,mean,median,count,SydneyRegion
Abbotsbury,2176.0,2011,5.0,850000.0,850000.0,1,Western Suburbs
Abbotsbury,2176.0,2014,3.0,705000.0,705000.0,1,Western Suburbs
Abbotsbury,2176.0,2014,4.0,761500.0,761500.0,2,Western Suburbs
Abbotsbury,2176.0,2014,5.0,1210000.0,972500.0,4,Western Suburbs
Abbotsbury,2176.0,2014,6.0,1690000.0,1690000.0,1,Western Suburbs
Abbotsbury,2176.0,2015,3.0,780000.0,780000.0,2,Western Suburbs
Abbotsbury,2176.0,2015,4.0,978000.0,960000.0,20,Western Suburbs
Abbotsbury,2176.0,2015,5.0,1149818.18,1120000.0,11,Western Suburbs
Abbotsbury,2176.0,2015,6.0,1365000.0,1365000.0,2,Western Suburbs
Abbotsbury,2176.0,2016,3.0,809000.0,807000.0,3,Western Suburbs
Abbotsbury,2176.0,2016,4.0,1003875.0,958500.0,16,Western Suburbs
Abbotsbury,2176.0,2016,5.0,1137200.0,1000000.0,5,Western Suburbs
Abbotsbury,2176.0,2016,6.0,1141666.67,1095000.0,3,Western Suburbs
Abbotsbury,2176.0,2017,3.0,842666.67,860500.0,6,Western Suburbs
Abbotsbury,2176.0,2017,4.0,1072357.14,1052500.0,14,Western Suburbs
Abbotsbury,2176.0,2017,5.0,1415000.0,1395000.0,7,Western Suburbs
Abbotsbury,2176.0,2018,3.0,796000.0,796000.0,2,Western Suburbs
Abbotsbury,2176.0,2018,4.0,1184285.71,1020000.0,7,Western Suburbs
Abbotsbury,2176.0,2018,5.0,1243214.29,1225000.0,7,Western Suburbs
Abbotsbury,2176.0,2019,3.0,773000.0,773000.0,2,Western Suburbs
Abbotsbury,2176.0,2019,4.0,865833.33,856000.0,6,Western Suburbs
Abbotsbury,2176.0,2019,5.0,1016666.67,930000.0,3,Western Suburbs
Abbotsbury,2176.0,2021,4.0,1382375.0,1397500.0,8,Western Suburbs
Abbotsbury,2176.0,2021,5.0,1941666.67,2005000.0,3,Western Suburbs
Abbotsbury,2176.0,2021,6.0,1210000.0,1210000.0,1,Western Suburbs
Abbotsford,2046.0,2007,2.0,900000.0,900000.0,1,Inner West
Abbotsford,2046.0,2008,2.0,616333.33,630000.0,3,Inner West
Abbotsford,2046.0,2008,3.0,785500.0,770000.0,3,Inner West
Abbotsford,2046.0,2008,4.0,1147000.0,1147000.0,1,Inner West
Abbotsford,2046.0,2009,2.0,716187.5,664500.0,8,Inner West
Abbotsford,2046.0,2009,3.0,1143333.33,1180000.0,3,Inner West
Abbotsford,2046.0,2010,2.0,929250.0,646000.0,4,Inner West
Abbotsford,2046.0,2010,3.0,969166.67,975000.0,6,Inner West
Abbotsford,2046.0,2010,4.0,1273666.67,1260000.0,6,Inner West
Abbotsford,2046.0,2010,5.0,4025000.0,4025000.0,1,Inner West
Abbotsford,2046.0,2011,2.0,866111.11,740000.0,9,Inner West
Abbotsford,2046.0,2011,3.0,1125500.0,1133500.0,7,Inner West
Abbotsford,2046.0,2011,5.0,1585000.0,1585000.0,2,Inner West
Abbotsford,2046.0,2012,2.0,966100.0,900000.0,5,Inner West
Abbotsford,2046.0,2012,3.0,1138571.43,1025000.0,7,Inner West
Abbotsford,2046.0,2012,4.0,1808000.0,1600000.0,5,Inner West
Abbotsford,2046.0,2013,2.0,825600.0,783000.0,5,Inner West
Abbotsford,2046.0,2013,3.0,1306250.0,1277500.0,4,Inner West
Abbotsford,2046.0,2013,4.0,2548333.33,2110000.0,3,Inner West
Abbotsford,2046.0,2013,5.0,2415000.0,2415000.0,1,Inner West
Abbotsford,2046.0,2014,2.0,885958.33,811750.0,12,Inner West
Abbotsford,2046.0,2014,3.0,1295687.5,1332500.0,8,Inner West
Abbotsford,2046.0,2014,4.0,1357500.0,1357500.0,1,Inner West
Abbotsford,2046.0,2014,5.0,1616250.0,1616250.0,2,Inner West
Abbotsford,2046.0,2014,6.0,2147000.0,2147000.0,1,Inner West
Abbotsford,2046.0,2015,2.0,1073166.67,940000.0,9,Inner West
Abbotsford,2046.0,2015,3.0,1716555.56,1725000.0,9,Inner West
Abbotsford,2046.0,2015,4.0,2865400.0,2250000.0,5,Inner West
Abbotsford,2046.0,2015,6.0,5215000.0,5215000.0,1,Inner West
Abbotsford,2046.0,2016,2.0,1143555.56,1110000.0,9,Inner West
Abbotsford,2046.0,2016,3.0,2007733.33,1870000.0,15,Inner West
Abbotsford,2046.0,2016,4.0,2300000.0,2300000.0,1,Inner West
Abbotsford,2046.0,2016,5.0,2450000.0,2450000.0,1,Inner West
Abbotsford,2046.0,2017,2.0,1382200.0,1197500.0,10,Inner West
Abbotsford,2046.0,2017,3.0,1902952.38,1910000.0,21,Inner West
Abbotsford,2046.0,2017,4.0,3036666.67,3210000.0,3,Inner West
Abbotsford,2046.0,2017,5.0,4100000.0,4100000.0,2,Inner West
Abbotsford,2046.0,2017,6.0,2560000.0,2560000.0,1,Inner West
Abbotsford,2046.0,2017,7.0,3700000.0,3700000.0,1,Inner West
Abbotsford,2046.0,2018,2.0,1104533.33,1100000.0,15,Inner West
Abbotsford,2046.0,2018,3.0,2166000.0,1892500.0,10,Inner West
Abbotsford,2046.0,2018,4.0,2780000.0,3000000.0,4,Inner West
Abbotsford,2046.0,2018,5.0,2807500.0,2807500.0,2,Inner West
Abbotsford,2046.0,2018,6.0,2810000.0,2810000.0,1,Inner West
Abbotsford,2046.0,2018,7.0,2900000.0,2900000.0,1,Inner West
Abbotsford,2046.0,2019,2.0,980000.0,980000.0,1,Inner West
Abbotsford,2046.0,2019,3.0,1972500.0,1775000.0,4,Inner West
Abbotsford,2046.0,2019,4.0,2305000.0,2305000.0,2,Inner West
Abbotsford,2046.0,2021,2.0,1143000.0,1143000.0,2,Inner West
Abbotsford,2046.0,2021,3.0,3192500.0,3192500.0,2,Inner West
Abbotsford,2046.0,2021,4.0,3210000.0,3210000.0,1,Inner West
Alexandria,2015.0,2007,2.0,557000.0,572500.0,4,Inner South
Alexandria,2015.0,2007,3.0,810000.0,810000.0,1,Inner South
Alexandria,2015.0,2007,4.0,808750.0,808750.0,2,Inner South
Alexandria,2015.0,2008,1.0,491833.33,485000.0,3,Inner South
Alexandria,2015.0,2008,2.0,688924.46,658343.5,24,Inner South
Alexandria,2015.0,2008,3.0,818511.36,815125.0,22,Inner South
Alexandria,2015.0,2008,4.0,1265000.0,1320000.0,3,Inner South
Alexandria,2015.0,2009,1.0,539666.67,540000.0,3,Inner South
Alexandria,2015.0,2009,2.0,676333.33,669000.0,33,Inner South
Alexandria,2015.0,2009,3.0,859670.37,885000.0,27,Inner South
Alexandria,2015.0,2009,4.0,1140250.0,1187500.0,8,Inner South
Alexandria,2015.0,2010,1.0,627500.0,627500.0,2,Inner South
Alexandria,2015.0,2010,2.0,767629.63,740000.0,27,Inner South
Alexandria,2015.0,2010,3.0,892916.67,887500.0,30,Inner South
Alexandria,2015.0,2010,4.0,1113082.25,960000.0,8,Inner South
Alexandria,2015.0,2010,6.0,1430000.0,1430000.0,1,Inner South
Alexandria,2015.0,2011,1.0,906166.67,652500.0,3,Inner South
Alexandria,2015.0,2011,2.0,773058.82,763500.0,34,Inner South
Alexandria,2015.0,2011,3.0,930640.0,930000.0,25,Inner South
Alexandria,2015.0,2011,4.0,1016000.0,1025000.0,7,Inner South
Alexandria,2015.0,2011,6.0,2175000.0,2175000.0,1,Inner South
Alexandria,2015.0,2012,1.0,624500.0,626500.0,4,Inner South
Alexandria,2015.0,2012,2.0,772256.62,770000.0,37,Inner South
Alexandria,2015.0,2012,3.0,958184.0,905000.0,25,Inner South
Alexandria,2015.0,2012,4.0,1154050.0,1151000.0,10,Inner South
Alexandria,2015.0,2013,0.0,1260000.0,1260000.0,2,Inner South
Alexandria,2015.0,2013,1.0,750250.0,715500.0,4,Inner South
Alexandria,2015.0,2013,2.0,826500.0,835000.0,24,Inner South
Alexandria,2015.0,2013,3.0,1132421.05,1160000.0,19,Inner South
Alexandria,2015.0,2013,4.0,1393000.0,1452500.0,10,Inner South
Alexandria,2015.0,2013,5.0,1340000.0,1340000.0,2,Inner South
Alexandria,2015.0,2014,1.0,971666.67,755000.0,3,Inner South
Alexandria,2015.0,2014,2.0,974604.17,927500.0,24,Inner South
Alexandria,2015.0,2014,3.0,1455310.34,1417000.0,29,Inner South
Alexandria,2015.0,2014,4.0,1312894.74,1300000.0,19,Inner South
Alexandria,2015.0,2014,5.0,1680000.0,1680000.0,2,Inner South
Alexandria,2015.0,2015,1.0,992375.0,953750.0,4,Inner South
Alexandria,2015.0,2015,2.0,1169741.65,1125000.0,17,Inner South
Alexandria,2015.0,2015,3.0,1423326.09,1425000.0,23,Inner South
Alexandria,2015.0,2015,4.0,1881200.0,1910000.0,10,Inner South
Alexandria,2015.0,2016,0.0,2192500.0,2192500.0,2,Inner South
Alexandria,2015.0,2016,1.0,1022500.0,1022500.0,2,Inner South
Alexandria,2015.0,2016,2.0,1191735.29,1217500.0,17,Inner South
Alexandria,2015.0,2016,3.0,1554291.67,1540000.0,24,Inner South
Alexandria,2015.0,2016,4.0,2044500.0,2022500.0,10,Inner South
Alexandria,2015.0,2017,1.0,829000.0,720000.0,3,Inner South
Alexandria,2015.0,2017,2.0,1400750.0,1441000.0,20,Inner South
Alexandria,2015.0,2017,3.0,1720606.06,1730000.0,33,Inner South
Alexandria,2015.0,2017,4.0,2023214.29,1955000.0,14,Inner South
Alexandria,2015.0,2017,30.0,8300000.0,8300000.0,1,Inner South
Alexandria,2015.0,2018,1.0,1262400.0,1030000.0,5,Inner South
Alexandria,2015.0,2018,2.0,1253089.29,1215000.0,28,Inner South
Alexandria,2015.0,2018,3.0,1744390.9,1618000.0,30,Inner South
Alexandria,2015.0,2018,4.0,2032000.0,1968000.0,9,Inner South
Alexandria,2015.0,2018,5.0,1695000.0,1695000.0,2,Inner South
Alexandria,2015.0,2019,1.0,826000.0,826000.0,1,Inner South
Alexandria,2015.0,2019,2.0,1165750.0,1010000.0,8,Inner South
Alexandria,2015.0,2019,3.0,1545000.0,1617500.0,10,Inner South
Alexandria,2015.0,2019,4.0,1886714.29,1830000.0,7,Inner South
Alexandria,2015.0,2020,1.0,685000.0,670000.0,4,Inner South
Alexandria,2015.0,2020,2.0,910000.0,910000.0,1,Inner South
Alexandria,2015.0,2020,4.0,2275000.0,2275000.0,1,Inner South
Alexandria,2015.0,2021,2.0,1518333.33,1700000.0,3,Inner South
Alexandria,2015.0,2021,3.0,1480000.0,1350000.0,3,Inner South
Alexandria,2015.0,2021,4.0,2268333.33,2235000.0,6,Inner South
Alfords Point,2234.0,2011,5.0,1611000.0,1611000.0,1,Sutherland Shire
Alfords Point,2234.0,2014,4.0,850000.0,850000.0,1,Sutherland Shire
Alfords Point,2234.0,2015,4.0,1330000.0,1330000.0,1,Sutherland Shire
Alfords Point,2234.0,2015,5.0,1100000.0,1100000.0,1,Sutherland Shire
Alfords Point,2234.0,2016,3.0,1101000.0,1101000.0,2,Sutherland Shire
Alfords Point,2234.0,2016,4.0,1342500.0,1342500.0,2,Sutherland Shire
Alfords Point,2234.0,2016,5.0,1530583.33,1551250.0,6,Sutherland Shire
Alfords Point,2234.0,2017,3.0,1195000.0,1197500.0,4,Sutherland Shire
Alfords Point,2234.0,2017,4.0,1256272.73,1257000.0,11,Sutherland Shire
Alfords Point,2234.0,2017,5.0,1586250.0,1562500.0,4,Sutherland Shire
Alfords Point,2234.0,2017,6.0,1290000.0,1290000.0,1,Sutherland Shire
Alfords Point,2234.0,2018,3.0,1130000.0,1130000.0,1,Sutherland Shire
Alfords Point,2234.0,2018,4.0,1241600.0,1227000.0,5,Sutherland Shire
Alfords Point,2234.0,2018,5.0,1366250.0,1321000.0,4,Sutherland Shire
Alfords Point,2234.0,2019,4.0,1075000.0,1095000.0,3,Sutherland Shire
Alfords Point,2234.0,2019,5.0,1500000.0,1500000.0,1,Sutherland Shire
Alfords Point,2234.0,2021,4.0,1529750.0,1542500.0,4,Sutherland Shire
Alfords Point,2234.0,2021,5.0,1750000.0,1750000.0,1,Sutherland Shire
Allambie Heights,2100.0,2001,4.0,896000.0,896000.0,1,Northern Beaches
Allambie Heights,2100.0,2007,3.0,650000.0,650000.0,2,Northern Beaches
Allambie Heights,2100.0,2007,4.0,1084000.0,1052000.0,3,Northern Beaches
Allambie Heights,2100.0,2008,3.0,895625.0,818750.0,4,Northern Beaches
Allambie Heights,2100.0,2008,4.0,994571.43,890000.0,7,Northern Beaches
Allambie Heights,2100.0,2008,5.0,1040000.0,1040000.0,2,Northern Beaches
Allambie Heights,2100.0,2009,2.0,714000.0,714000.0,2,Northern Beaches
Allambie Heights,2100.0,2009,3.0,842375.0,818750.0,12,Northern Beaches
Allambie Heights,2100.0,2009,4.0,1035000.0,1017500.0,6,Northern Beaches
Allambie Heights,2100.0,2009,5.0,1100000.0,1100000.0,1,Northern Beaches
Allambie Heights,2100.0,2010,2.0,727666.67,750000.0,3,Northern Beaches
Allambie Heights,2100.0,2010,3.0,898950.0,900000.0,10,Northern Beaches
Allambie Heights,2100.0,2010,4.0,1238875.0,1022500.0,4,Northern Beaches
Allambie Heights,2100.0,2010,5.0,1212072.25,1185750.0,4,Northern Beaches
Allambie Heights,2100.0,2010,6.0,1100000.0,1100000.0,1,Northern Beaches
Allambie Heights,2100.0,2011,2.0,842500.0,842500.0,1,Northern Beaches
Allambie Heights,2100.0,2011,3.0,835468.75,850000.0,16,Northern Beaches
Allambie Heights,2100.0,2011,4.0,1021253.0,1027500.0,12,Northern Beaches
Allambie Heights,2100.0,2012,2.0,691682.0,680046.0,3,Northern Beaches
Allambie Heights,2100.0,2012,3.0,847384.62,850000.0,13,Northern Beaches
Allambie Heights,2100.0,2012,4.0,1039976.0,911500.0,5,Northern Beaches
Allambie Heights,2100.0,2012,5.0,1260000.0,1250000.0,3,Northern Beaches
Allambie Heights,2100.0,2012,6.0,1240000.0,1240000.0,1,Northern Beaches
Allambie Heights,2100.0,2012,9.0,1500000.0,1500000.0,1,Northern Beaches
Allambie Heights,2100.0,2013,3.0,931718.75,915500.0,16,Northern Beaches
Allambie Heights,2100.0,2013,4.0,1021502.74,995552.0,19,Northern Beaches
Allambie Heights,2100.0,2013,5.0,1201666.67,1157500.0,6,Northern Beaches
Allambie Heights,2100.0,2013,6.0,1090000.0,1090000.0,1,Northern Beaches
Allambie Heights,2100.0,2014,2.0,1125000.0,1125000.0,2,Northern Beaches
Allambie Heights,2100.0,2014,3.0,1052833.53,1028003.0,30,Northern Beaches
Allambie Heights,2100.0,2014,4.0,1213066.67,1227000.0,15,Northern Beaches
Allambie Heights,2100.0,2014,5.0,1315200.12,1320000.0,8,Northern Beaches
Allambie Heights,2100.0,2014,6.0,1180666.67,1222000.0,3,Northern Beaches
Allambie Heights,2100.0,2015,2.0,991472.0,895444.0,4,Northern Beaches
Allambie Heights,2100.0,2015,3.0,1270558.82,1315000.0,17,Northern Beaches
Allambie Heights,2100.0,2015,4.0,1444694.44,1360000.0,18,Northern Beaches
Allambie Heights,2100.0,2015,5.0,1601454.55,1570000.0,11,Northern Beaches
Allambie Heights,2100.0,2015,6.0,1750000.0,1750000.0,1,Northern Beaches
Allambie Heights,2100.0,2016,2.0,1310000.0,1310000.0,1,Northern Beaches
Allambie Heights,2100.0,2016,3.0,1403500.0,1412500.0,20,Northern Beaches
Allambie Heights,2100.0,2016,4.0,1633675.0,1651500.0,20,Northern Beaches
Allambie Heights,2100.0,2016,5.0,1664000.0,1558000.0,8,Northern Beaches
Allambie Heights,2100.0,2016,6.0,1600000.0,1600000.0,2,Northern Beaches
Allambie Heights,2100.0,2016,7.0,2150000.0,2150000.0,1,Northern Beaches
Allambie Heights,2100.0,2017,2.0,1453000.0,1453000.0,2,Northern Beaches
Allambie Heights,2100.0,2017,3.0,1662368.42,1650000.0,19,Northern Beaches
Allambie Heights,2100.0,2017,4.0,1700312.44,1725000.0,16,Northern Beaches
Allambie Heights,2100.0,2017,5.0,1866346.15,1880000.0,13,Northern Beaches
Allambie Heights,2100.0,2017,7.0,2040000.0,2040000.0,1,Northern Beaches
Allambie Heights,2100.0,2018,2.0,1328750.0,1328750.0,2,Northern Beaches
Allambie Heights,2100.0,2018,3.0,1415666.67,1450000.0,21,Northern Beaches
Allambie Heights,2100.0,2018,4.0,1745909.09,1725000.0,11,Northern Beaches
Allambie Heights,2100.0,2018,5.0,2156666.67,2200000.0,6,Northern Beaches
Allambie Heights,2100.0,2019,3.0,1327428.57,1350000.0,7,Northern Beaches
Allambie Heights,2100.0,2019,4.0,1722000.0,1802500.0,8,Northern Beaches
Allambie Heights,2100.0,2019,5.0,1817000.0,1840000.0,5,Northern Beaches
Allambie Heights,2100.0,2020,3.0,1850200.0,1850200.0,1,Northern Beaches
Allambie Heights,2100.0,2020,4.0,1950000.0,1950000.0,1,Northern Beaches
Allambie Heights,2100.0,2020,5.0,1870000.0,1870000.0,1,Northern Beaches
Allambie Heights,2100.0,2021,3.0,2202500.0,2202500.0,2,Northern Beaches
Allambie Heights,2100.0,2021,4.0,2527500.0,2527500.0,2,Northern Beaches
Allambie Heights,2100.0,2021,5.0,2866875.0,2941250.0,4,Northern Beaches
Allambie Heights,2100.0,2021,7.0,2500000.0,2500000.0,1,Northern Beaches
Allawah,2218.0,2008,3.0,553500.0,553500.0,2,Southern Suburbs
Allawah,2218.0,2009,2.0,470000.0,481000.0,4,Southern Suburbs
Allawah,2218.0,2009,3.0,579000.0,565500.0,12,Southern Suburbs
Allawah,2218.0,2009,4.0,582500.0,582500.0,1,Southern Suburbs
Allawah,2218.0,2010,2.0,533500.0,533500.0,2,Southern Suburbs
Allawah,2218.0,2010,3.0,733368.78,739000.0,9,Southern Suburbs
Allawah,2218.0,2011,2.0,635000.0,635000.0,2,Southern Suburbs
Allawah,2218.0,2011,3.0,765600.0,772000.0,5,Southern Suburbs
Allawah,2218.0,2011,4.0,644666.67,599000.0,3,Southern Suburbs
Allawah,2218.0,2011,5.0,1380000.0,1380000.0,1,Southern Suburbs
Allawah,2218.0,2012,2.0,503500.0,503500.0,2,Southern Suburbs
Allawah,2218.0,2012,3.0,773750.0,787500.0,4,Southern Suburbs
Allawah,2218.0,2012,5.0,1120500.0,1120500.0,1,Southern Suburbs
Allawah,2218.0,2013,2.0,615500.0,582500.0,4,Southern Suburbs
Allawah,2218.0,2013,3.0,832750.0,800000.0,4,Southern Suburbs
Allawah,2218.0,2013,4.0,1230000.0,1230000.0,1,Southern Suburbs
Allawah,2218.0,2013,5.0,1110000.0,1110000.0,1,Southern Suburbs
Allawah,2218.0,2014,2.0,801000.0,801000.0,1,Southern Suburbs
Allawah,2218.0,2014,3.0,919666.67,912500.0,6,Southern Suburbs
Allawah,2218.0,2014,4.0,1147000.0,1161000.0,3,Southern Suburbs
Allawah,2218.0,2014,5.0,1228000.0,1228000.0,1,Southern Suburbs
Allawah,2218.0,2015,2.0,833000.0,761000.0,4,Southern Suburbs
Allawah,2218.0,2015,3.0,1266666.67,1265000.0,6,Southern Suburbs
Allawah,2218.0,2015,4.0,1225000.0,1225000.0,1,Southern Suburbs
Allawah,2218.0,2015,5.0,1640500.0,1640500.0,2,Southern Suburbs
Allawah,2218.0,2016,2.0,881666.67,915000.0,3,Southern Suburbs
Allawah,2218.0,2016,3.0,1087428.57,1110000.0,7,Southern Suburbs
Allawah,2218.0,2016,4.0,1336666.67,1350000.0,3,Southern Suburbs
Allawah,2218.0,2016,5.0,1509000.0,1509000.0,2,Southern Suburbs
Allawah,2218.0,2016,6.0,1735000.0,1735000.0,1,Southern Suburbs
Allawah,2218.0,2017,2.0,1155000.0,1155000.0,2,Southern Suburbs
Allawah,2218.0,2017,3.0,1334000.0,1335000.0,4,Southern Suburbs
Allawah,2218.0,2017,4.0,1375500.0,1375500.0,2,Southern Suburbs
Allawah,2218.0,2017,5.0,1593000.0,1593000.0,1,Southern Suburbs
Allawah,2218.0,2017,6.0,2260000.0,2260000.0,1,Southern Suburbs
Allawah,2218.0,2018,3.0,1306440.0,1302200.0,5,Southern Suburbs
Allawah,2218.0,2018,6.0,1200000.0,1200000.0,1,Southern Suburbs
Allawah,2218.0,2019,3.0,1027500.0,1027500.0,2,Southern Suburbs
Allawah,2218.0,2020,3.0,1145500.0,1145500.0,2,Southern Suburbs
Allawah,2218.0,2020,4.0,1688000.0,1688000.0,1,Southern Suburbs
Allawah,2218.0,2021,4.0,1790000.0,1790000.0,1,Southern Suburbs
Allawah,2218.0,2021,7.0,1625000.0,1625000.0,1,Southern Suburbs
Annandale,2038.0,2007,2.0,620000.0,620000.0,1,Inner West
Annandale,2038.0,2007,3.0,695000.0,695000.0,1,Inner West
Annandale,2038.0,2008,0.0,1700000.0,1700000.0,1,Inner West
Annandale,2038.0,2008,1.0,453750.0,453750.0,2,Inner West
Annandale,2038.0,2008,2.0,688000.0,686000.0,14,Inner West
Annandale,2038.0,2008,3.0,898038.46,782500.0,13,Inner West
Annandale,2038.0,2008,4.0,1163333.33,890000.0,3,Inner West
Annandale,2038.0,2009,1.0,511000.0,511000.0,1,Inner West
Annandale,2038.0,2009,2.0,758000.0,790000.0,19,Inner West
Annandale,2038.0,2009,3.0,1092583.33,1059250.0,18,Inner West
Annandale,2038.0,2009,4.0,1517833.33,1456000.0,6,Inner West
Annandale,2038.0,2009,12.0,4860000.0,4860000.0,1,Inner West
Annandale,2038.0,2010,1.0,770000.0,770000.0,1,Inner West
Annandale,2038.0,2010,2.0,764574.07,765000.0,27,Inner West
Annandale,2038.0,2010,3.0,1153677.42,1170000.0,31,Inner West
Annandale,2038.0,2010,4.0,1633800.0,1650000.0,10,Inner West
Annandale,2038.0,2010,5.0,2153333.33,2000000.0,3,Inner West
Annandale,2038.0,2011,1.0,903333.33,990000.0,3,Inner West
Annandale,2038.0,2011,2.0,775768.33,760000.0,30,Inner West
Annandale,2038.0,2011,3.0,1146393.94,1020000.0,33,Inner West
Annandale,2038.0,2011,4.0,1472857.14,1400000.0,7,Inner West
Annandale,2038.0,2011,5.0,1322500.0,1322500.0,2,Inner West
Annandale,2038.0,2012,1.0,571166.67,615000.0,6,Inner West
Annandale,2038.0,2012,2.0,763363.64,777500.0,22,Inner West
Annandale,2038.0,2012,3.0,1098342.11,1037500.0,38,Inner West
Annandale,2038.0,2012,4.0,1472142.86,1195000.0,7,Inner West
Annandale,2038.0,2012,5.0,1780000.0,1780000.0,1,Inner West
Annandale,2038.0,2013,1.0,729000.0,771000.0,7,Inner West
Annandale,2038.0,2013,2.0,1002700.0,925000.0,25,Inner West
Annandale,2038.0,2013,3.0,1175119.7,1100000.0,33,Inner West
Annandale,2038.0,2013,4.0,1341250.0,1357500.0,8,Inner West
Annandale,2038.0,2013,6.0,2012500.0,2012500.0,2,Inner West
Annandale,2038.0,2014,1.0,791833.33,795000.0,3,Inner West
Annandale,2038.0,2014,2.0,1038058.82,985000.0,34,Inner West
Annandale,2038.0,2014,3.0,1301600.0,1270000.0,35,Inner West
Annandale,2038.0,2014,4.0,1830214.29,1820000.0,14,Inner West
Annandale,2038.0,2014,5.0,2330000.0,2330000.0,2,Inner West
Annandale,2038.0,2014,20.0,3000000.0,3000000.0,1,Inner West
Annandale,2038.0,2015,1.0,920000.0,930000.0,5,Inner West
Annandale,2038.0,2015,2.0,1174218.75,1211000.0,32,Inner West
Annandale,2038.0,2015,3.0,1632679.49,1550000.0,39,Inner West
Annandale,2038.0,2015,4.0,2097869.57,2060000.0,23,Inner West
Annandale,2038.0,2015,5.0,2352000.0,2100000.0,5,Inner West
Annandale,2038.0,2015,7.0,2260000.0,2260000.0,2,Inner West
Annandale,2038.0,2016,1.0,1020000.0,1020000.0,1,Inner West
Annandale,2038.0,2016,2.0,1269161.76,1270500.0,34,Inner West
Annandale,2038.0,2016,3.0,1636743.27,1575000.0,37,Inner West
Annandale,2038.0,2016,4.0,2176555.56,2110000.0,9,Inner West
Annandale,2038.0,2016,5.0,3200000.0,3200000.0,1,Inner West
Annandale,2038.0,2017,1.0,910500.0,910500.0,2,Inner West
Annandale,2038.0,2017,2.0,1512416.67,1500000.0,24,Inner West
Annandale,2038.0,2017,3.0,1917089.29,1867500.0,28,Inner West
Annandale,2038.0,2017,4.0,2746647.06,2685000.0,17,Inner West
Annandale,2038.0,2017,6.0,2275000.0,2275000.0,1,Inner West
Annandale,2038.0,2018,1.0,1092500.0,1002500.0,4,Inner West
Annandale,2038.0,2018,2.0,1447411.76,1440000.0,17,Inner West
Annandale,2038.0,2018,3.0,1936113.64,1955500.0,22,Inner West
Annandale,2038.0,2018,4.0,2516875.0,2630000.0,8,Inner West
Annandale,2038.0,2018,5.0,3290000.0,3290000.0,2,Inner West
Annandale,2038.0,2019,2.0,1263750.0,1291250.0,6,Inner West
Annandale,2038.0,2019,3.0,1541566.67,1447500.0,15,Inner West
Annandale,2038.0,2019,4.0,3111666.67,3450000.0,3,Inner West
Annandale,2038.0,2019,5.0,4025000.0,4025000.0,1,Inner West
Annandale,2038.0,2020,2.0,1300000.0,1300000.0,1,Inner West
Annandale,2038.0,2020,3.0,1590000.0,1590000.0,2,Inner West
Annandale,2038.0,2020,4.0,3800000.0,3800000.0,1,Inner West
Annandale,2038.0,2020,5.0,3550000.0,3550000.0,1,Inner West
Annandale,2038.0,2021,2.0,1948875.0,1812500.0,8,Inner West
Annandale,2038.0,2021,3.0,2594000.0,2650000.0,5,Inner West
Annandale,2038.0,2021,4.0,3383750.0,3362500.0,4,Inner West
Annandale,2038.0,2021,5.0,3100000.0,3100000.0,1,Inner West
Annangrove,2156.0,2008,4.0,972500.0,972500.0,2,Hills Shire
Annangrove,2156.0,2009,2.0,1225000.0,1225000.0,2,Hills Shire
Annangrove,2156.0,2009,4.0,977000.0,1055000.0,5,Hills Shire
Annangrove,2156.0,2009,5.0,2050000.0,2050000.0,1,Hills Shire
Annangrove,2156.0,2010,4.0,1200000.0,1200000.0,1,Hills Shire
Annangrove,2156.0,2011,4.0,1245000.0,1245000.0,2,Hills Shire
Annangrove,2156.0,2011,5.0,1355000.0,1355000.0,1,Hills Shire
Annangrove,2156.0,2011,6.0,1200000.0,1200000.0,1,Hills Shire
Annangrove,2156.0,2012,4.0,1102500.0,1017500.0,4,Hills Shire
Annangrove,2156.0,2012,5.0,1470000.0,1470000.0,1,Hills Shire
Annangrove,2156.0,2012,6.0,1205000.0,1205000.0,1,Hills Shire
Annangrove,2156.0,2013,4.0,1301111.11,1300000.0,9,Hills Shire
Annangrove,2156.0,2013,5.0,1190000.0,1190000.0,5,Hills Shire
Annangrove,2156.0,2013,6.0,1120000.0,1120000.0,2,Hills Shire
Annangrove,2156.0,2014,0.0,1500000.0,1500000.0,1,Hills Shire
Annangrove,2156.0,2014,3.0,1325000.0,1325000.0,2,Hills Shire
Annangrove,2156.0,2014,4.0,1594525.0,1512550.0,4,Hills Shire
Annangrove,2156.0,2014,5.0,1330000.0,1330000.0,2,Hills Shire
Annangrove,2156.0,2014,6.0,1435000.0,1435000.0,2,Hills Shire
Annangrove,2156.0,2015,1.0,5500000.0,5500000.0,1,Hills Shire
Annangrove,2156.0,2015,4.0,1680000.0,1680000.0,1,Hills Shire
Annangrove,2156.0,2015,5.0,1829375.0,1727500.0,4,Hills Shire
Annangrove,2156.0,2015,6.0,2225000.0,2225000.0,2,Hills Shire
Annangrove,2156.0,2016,4.0,1861375.0,1935000.0,8,Hills Shire
Annangrove,2156.0,2016,5.0,2436357.14,2450000.0,7,Hills Shire
Annangrove,2156.0,2016,6.0,2300000.0,2300000.0,1,Hills Shire
Annangrove,2156.0,2016,7.0,2300000.0,2300000.0,1,Hills Shire
Annangrove,2156.0,2017,4.0,2607500.0,2700000.0,4,Hills Shire
Annangrove,2156.0,2017,5.0,3125666.67,2777000.0,3,Hills Shire
