suburb,postalCode,year,bed,mean,median,count,SydneyRegion
Brighton-Le-Sands,2216.0,2014,6.0,2065000.0,1297500.0,4,Southern Suburbs
Brighton-Le-Sands,2216.0,2015,2.0,1275600.0,1250000.0,5,Southern Suburbs
Brighton-Le-Sands,2216.0,2015,3.0,1171370.59,1130000.0,17,Southern Suburbs
Brighton-Le-Sands,2216.0,2015,4.0,1554800.0,1375000.0,10,Southern Suburbs
Brighton-Le-Sands,2216.0,2015,5.0,1844333.33,1800000.0,6,Southern Suburbs
Brighton-Le-Sands,2216.0,2015,7.0,2446000.0,2446000.0,1,Southern Suburbs
Brighton-Le-Sands,2216.0,2016,2.0,840000.0,840000.0,2,Southern Suburbs
Brighton-Le-Sands,2216.0,2016,3.0,1357857.14,1395000.0,14,Southern Suburbs
Brighton-Le-Sands,2216.0,2016,4.0,1439750.0,1355000.0,8,Southern Suburbs
Brighton-Le-Sands,2216.0,2016,5.0,2027500.0,2027500.0,2,Southern Suburbs
Brighton-Le-Sands,2216.0,2016,6.0,1465000.0,1465000.0,1,Southern Suburbs
Brighton-Le-Sands,2216.0,2016,8.0,5785000.0,5785000.0,1,Southern Suburbs
Brighton-Le-Sands,2216.0,2017,1.0,745000.0,745000.0,1,Southern Suburbs
Brighton-Le-Sands,2216.0,2017,2.0,973600.0,905000.0,5,Southern Suburbs
Brighton-Le-Sands,2216.0,2017,3.0,1565263.16,1517000.0,19,Southern Suburbs
Brighton-Le-Sands,2216.0,2017,4.0,1680888.89,1650000.0,9,Southern Suburbs
Brighton-Le-Sands,2216.0,2017,5.0,1870000.0,1820000.0,4,Southern Suburbs
Brighton-Le-Sands,2216.0,2018,2.0,1139400.0,1077000.0,5,Southern Suburbs
Brighton-Le-Sands,2216.0,2018,3.0,1340000.0,1390000.0,8,Southern Suburbs
Brighton-Le-Sands,2216.0,2018,4.0,1593375.0,1516000.0,8,Southern Suburbs
Brighton-Le-Sands,2216.0,2019,2.0,992500.0,992500.0,2,Southern Suburbs
Brighton-Le-Sands,2216.0,2019,3.0,1442100.0,1285500.0,5,Southern Suburbs
Brighton-Le-Sands,2216.0,2019,4.0,1601500.0,1601500.0,2,Southern Suburbs
Brighton-Le-Sands,2216.0,2019,5.0,1210000.0,1210000.0,1,Southern Suburbs
Bringelly,2171.0,2008,4.0,1015000.0,1015000.0,2,South West
Bringelly,2171.0,2009,4.0,1130000.0,1130000.0,1,South West
Bringelly,2171.0,2009,5.0,950000.0,950000.0,1,South West
Bronte,2024.0,2004,3.0,3050000.0,3050000.0,1,Eastern Suburbs
Bronte,2024.0,2007,2.0,1340000.0,1340000.0,1,Eastern Suburbs
Bronte,2024.0,2007,3.0,1399000.0,1399000.0,2,Eastern Suburbs
Bronte,2024.0,2007,4.0,2352500.0,2352500.0,2,Eastern Suburbs
Bronte,2024.0,2007,5.0,2925000.0,2925000.0,1,Eastern Suburbs
Bronte,2024.0,2008,2.0,2800000.0,2800000.0,1,Eastern Suburbs
Bronte,2024.0,2008,3.0,1759545.45,1550000.0,11,Eastern Suburbs
Bronte,2024.0,2008,4.0,3818000.0,3675000.0,10,Eastern Suburbs
Bronte,2024.0,2008,5.0,3147857.14,2850000.0,7,Eastern Suburbs
Bronte,2024.0,2008,6.0,4850000.0,4850000.0,2,Eastern Suburbs
Bronte,2024.0,2009,0.0,490000.0,490000.0,1,Eastern Suburbs
Bronte,2024.0,2009,2.0,961666.67,985000.0,3,Eastern Suburbs
Bronte,2024.0,2009,3.0,1624411.76,1500000.0,17,Eastern Suburbs
Bronte,2024.0,2009,4.0,2557966.67,2392500.0,15,Eastern Suburbs
Bronte,2024.0,2009,5.0,3153000.0,3235000.0,5,Eastern Suburbs
Bronte,2024.0,2009,6.0,4100000.0,4100000.0,1,Eastern Suburbs
Bronte,2024.0,2010,2.0,1309166.67,1322500.0,6,Eastern Suburbs
Bronte,2024.0,2010,3.0,1702470.59,1700000.0,17,Eastern Suburbs
Bronte,2024.0,2010,4.0,2847333.33,2775000.0,12,Eastern Suburbs
Bronte,2024.0,2010,5.0,2317500.0,2317500.0,2,Eastern Suburbs
Bronte,2024.0,2011,2.0,1324777.78,1300000.0,9,Eastern Suburbs
Bronte,2024.0,2011,3.0,2176454.55,2185000.0,11,Eastern Suburbs
Bronte,2024.0,2011,4.0,2395076.92,1704000.0,13,Eastern Suburbs
Bronte,2024.0,2011,5.0,3255000.0,2800000.0,5,Eastern Suburbs
Bronte,2024.0,2012,2.0,1167857.14,1130000.0,7,Eastern Suburbs
Bronte,2024.0,2012,3.0,1786923.08,1600000.0,13,Eastern Suburbs
Bronte,2024.0,2012,4.0,2564384.62,2200000.0,13,Eastern Suburbs
Bronte,2024.0,2012,5.0,2595687.5,2375250.0,8,Eastern Suburbs
Bronte,2024.0,2012,6.0,3675000.0,3675000.0,2,Eastern Suburbs
Bronte,2024.0,2013,2.0,1339181.82,1355000.0,11,Eastern Suburbs
Bronte,2024.0,2013,3.0,1907065.1,1675000.0,29,Eastern Suburbs
Bronte,2024.0,2013,4.0,2618537.04,2380000.0,27,Eastern Suburbs
Bronte,2024.0,2013,5.0,3369375.0,3372500.0,8,Eastern Suburbs
Bronte,2024.0,2013,8.0,3000000.0,3000000.0,1,Eastern Suburbs
Bronte,2024.0,2014,2.0,1570000.0,1577500.0,8,Eastern Suburbs
Bronte,2024.0,2014,3.0,2079586.96,2100000.0,23,Eastern Suburbs
Bronte,2024.0,2014,4.0,2620214.29,2480000.0,14,Eastern Suburbs
Bronte,2024.0,2014,5.0,4172500.0,3740000.0,10,Eastern Suburbs
Bronte,2024.0,2014,6.0,2350000.0,2350000.0,1,Eastern Suburbs
Bronte,2024.0,2014,8.0,2729000.0,2729000.0,1,Eastern Suburbs
Bronte,2024.0,2014,9.0,10000000.0,10000000.0,1,Eastern Suburbs
Bronte,2024.0,2015,2.0,1830500.0,1796000.0,4,Eastern Suburbs
Bronte,2024.0,2015,3.0,2259553.57,2177500.0,28,Eastern Suburbs
Bronte,2024.0,2015,4.0,3561375.0,3275000.0,36,Eastern Suburbs
Bronte,2024.0,2015,5.0,3915000.0,3687500.0,12,Eastern Suburbs
Bronte,2024.0,2015,6.0,5230000.0,5230000.0,2,Eastern Suburbs
Bronte,2024.0,2016,2.0,1677000.0,1600000.0,3,Eastern Suburbs
Bronte,2024.0,2016,3.0,3031666.67,2635000.0,21,Eastern Suburbs
Bronte,2024.0,2016,4.0,3770607.14,3192500.0,28,Eastern Suburbs
Bronte,2024.0,2016,5.0,4131363.64,3850000.0,11,Eastern Suburbs
Bronte,2024.0,2016,6.0,5175000.0,4950000.0,4,Eastern Suburbs
Bronte,2024.0,2017,2.0,1827500.0,1827500.0,2,Eastern Suburbs
Bronte,2024.0,2017,3.0,2908125.0,2605000.0,16,Eastern Suburbs
Bronte,2024.0,2017,4.0,4277941.18,4000000.0,17,Eastern Suburbs
Bronte,2024.0,2017,5.0,6023333.33,6150000.0,9,Eastern Suburbs
Bronte,2024.0,2017,6.0,9400000.0,9400000.0,1,Eastern Suburbs
Bronte,2024.0,2018,2.0,2420714.29,2200000.0,7,Eastern Suburbs
Bronte,2024.0,2018,3.0,4111857.14,3167500.0,14,Eastern Suburbs
Bronte,2024.0,2018,4.0,4037083.33,3557500.0,12,Eastern Suburbs
Bronte,2024.0,2018,5.0,5098388.89,4410000.0,9,Eastern Suburbs
Bronte,2024.0,2019,2.0,1735000.0,1735000.0,2,Eastern Suburbs
Bronte,2024.0,2019,3.0,2631666.67,2605000.0,3,Eastern Suburbs
Bronte,2024.0,2019,4.0,3782500.0,3240000.0,4,Eastern Suburbs
Bronte,2024.0,2019,5.0,5139285.71,3800000.0,7,Eastern Suburbs
Bronte,2024.0,2021,4.0,4350000.0,4350000.0,1,Eastern Suburbs
Bronte,2024.0,2021,5.0,6550000.0,6550000.0,1,Eastern Suburbs
Bronte,2024.0,2021,6.0,6137000.0,6137000.0,1,Eastern Suburbs
Brookvale,2100.0,2009,2.0,650000.0,650000.0,1,Northern Beaches
Brookvale,2100.0,2009,3.0,618931.2,615000.0,5,Northern Beaches
Brookvale,2100.0,2009,4.0,645000.0,645000.0,2,Northern Beaches
Brookvale,2100.0,2010,2.0,591000.0,591000.0,2,Northern Beaches
Brookvale,2100.0,2010,3.0,715886.67,715000.0,3,Northern Beaches
Brookvale,2100.0,2010,4.0,865000.0,865000.0,1,Northern Beaches
Brookvale,2100.0,2011,2.0,645000.0,645000.0,1,Northern Beaches
Brookvale,2100.0,2011,3.0,774944.0,774944.0,2,Northern Beaches
Brookvale,2100.0,2011,4.0,769000.0,769000.0,1,Northern Beaches
Brookvale,2100.0,2012,3.0,742437.5,742500.0,8,Northern Beaches
Brookvale,2100.0,2013,3.0,809785.71,820000.0,7,Northern Beaches
Brookvale,2100.0,2013,4.0,877500.0,877500.0,2,Northern Beaches
Brookvale,2100.0,2013,20.0,375000.0,375000.0,1,Northern Beaches
Brookvale,2100.0,2014,2.0,792500.0,792500.0,2,Northern Beaches
Brookvale,2100.0,2014,3.0,878400.0,840000.0,5,Northern Beaches
Brookvale,2100.0,2014,4.0,1120966.67,1190000.0,3,Northern Beaches
Brookvale,2100.0,2014,5.0,1065000.0,1065000.0,1,Northern Beaches
Brookvale,2100.0,2015,2.0,989000.0,900000.0,5,Northern Beaches
Brookvale,2100.0,2015,3.0,1085375.0,1080750.0,4,Northern Beaches
Brookvale,2100.0,2015,5.0,1543666.67,1491000.0,3,Northern Beaches
Brookvale,2100.0,2016,2.0,895666.67,910000.0,3,Northern Beaches
Brookvale,2100.0,2016,3.0,1288181.82,1260000.0,11,Northern Beaches
Brookvale,2100.0,2016,4.0,1488333.33,1480000.0,3,Northern Beaches
Brookvale,2100.0,2016,6.0,1250000.0,1250000.0,1,Northern Beaches
Brookvale,2100.0,2017,3.0,1317142.86,1280000.0,7,Northern Beaches
Brookvale,2100.0,2017,4.0,1524000.0,1524000.0,2,Northern Beaches
Brookvale,2100.0,2018,2.0,950000.0,950000.0,1,Northern Beaches
Brookvale,2100.0,2018,3.0,1182200.0,1170000.0,5,Northern Beaches
Brookvale,2100.0,2018,4.0,1367166.67,1251500.0,3,Northern Beaches
Brookvale,2100.0,2018,5.0,1675000.0,1675000.0,2,Northern Beaches
Brookvale,2100.0,2019,2.0,1170000.0,1170000.0,1,Northern Beaches
Brookvale,2100.0,2019,3.0,1029000.0,1023000.0,4,Northern Beaches
Brookvale,2100.0,2020,6.0,2130000.0,2130000.0,1,Northern Beaches
Brookvale,2100.0,2021,2.0,1242187.5,1241875.0,4,Northern Beaches
Brookvale,2100.0,2021,5.0,4250000.0,4250000.0,1,Northern Beaches
Bundeena,2230.0,2008,4.0,1300000.0,1300000.0,1,Sutherland Shire
Bundeena,2230.0,2009,2.0,530000.0,530000.0,1,Sutherland Shire
Bundeena,2230.0,2010,2.0,525000.0,525000.0,1,Sutherland Shire
Bundeena,2230.0,2010,3.0,1900000.0,1900000.0,1,Sutherland Shire
Bundeena,2230.0,2011,3.0,700000.0,670000.0,3,Sutherland Shire
Bundeena,2230.0,2011,4.0,696333.33,650000.0,3,Sutherland Shire
Bundeena,2230.0,2012,2.0,600000.0,600000.0,1,Sutherland Shire
Bundeena,2230.0,2012,3.0,590000.0,590000.0,1,Sutherland Shire
Bundeena,2230.0,2012,4.0,626250.0,640000.0,4,Sutherland Shire
Bundeena,2230.0,2013,2.0,548125.0,537500.0,4,Sutherland Shire
Bundeena,2230.0,2013,3.0,669333.33,664500.0,6,Sutherland Shire
Bundeena,2230.0,2013,4.0,964375.0,700000.0,8,Sutherland Shire
Bundeena,2230.0,2013,5.0,712500.0,712500.0,2,Sutherland Shire
Bundeena,2230.0,2014,1.0,505000.0,505000.0,1,Sutherland Shire
Bundeena,2230.0,2014,2.0,755555.56,650000.0,9,Sutherland Shire
Bundeena,2230.0,2014,3.0,707742.86,697500.0,14,Sutherland Shire
Bundeena,2230.0,2014,4.0,864363.64,745000.0,11,Sutherland Shire
Bundeena,2230.0,2014,5.0,765000.0,765000.0,2,Sutherland Shire
Bundeena,2230.0,2015,2.0,845000.0,755000.0,5,Sutherland Shire
Bundeena,2230.0,2015,3.0,935466.67,900000.0,15,Sutherland Shire
Bundeena,2230.0,2015,4.0,895375.0,850000.0,12,Sutherland Shire
Bundeena,2230.0,2015,5.0,865000.0,830000.0,4,Sutherland Shire
Bundeena,2230.0,2016,1.0,1067500.0,1067500.0,2,Sutherland Shire
Bundeena,2230.0,2016,2.0,1082000.0,825000.0,3,Sutherland Shire
Bundeena,2230.0,2016,3.0,1449285.71,1525000.0,7,Sutherland Shire
Bundeena,2230.0,2016,4.0,1055000.0,992500.0,4,Sutherland Shire
Bundeena,2230.0,2016,5.0,880000.0,880000.0,1,Sutherland Shire
Bundeena,2230.0,2017,2.0,900000.0,900000.0,1,Sutherland Shire
Bundeena,2230.0,2017,3.0,1181802.44,1025000.0,9,Sutherland Shire
Bundeena,2230.0,2017,4.0,1463333.33,1110000.0,3,Sutherland Shire
Bundeena,2230.0,2018,1.0,850000.0,850000.0,1,Sutherland Shire
Bundeena,2230.0,2018,2.0,900500.0,900500.0,2,Sutherland Shire
Bundeena,2230.0,2018,3.0,926600.0,928000.0,5,Sutherland Shire
Bundeena,2230.0,2018,4.0,1190500.0,1192500.0,4,Sutherland Shire
Bundeena,2230.0,2018,5.0,1550000.0,1550000.0,1,Sutherland Shire
Bundeena,2230.0,2019,2.0,777500.0,777500.0,2,Sutherland Shire
Bundeena,2230.0,2019,4.0,1286333.33,1220000.0,3,Sutherland Shire
Bundeena,2230.0,2019,5.0,2100000.0,2100000.0,1,Sutherland Shire
Burraneer,2230.0,2006,3.0,880000.0,880000.0,1,Sutherland Shire
Burraneer,2230.0,2008,2.0,487522.0,487522.0,1,Sutherland Shire
Burraneer,2230.0,2008,3.0,2159975.0,2159975.0,2,Sutherland Shire
Burraneer,2230.0,2008,4.0,1430500.0,1227000.0,9,Sutherland Shire
Burraneer,2230.0,2008,5.0,1248000.0,1248000.0,1,Sutherland Shire
Burraneer,2230.0,2009,1.0,1150000.0,1150000.0,1,Sutherland Shire
Burraneer,2230.0,2009,3.0,880833.33,790000.0,6,Sutherland Shire
Burraneer,2230.0,2009,4.0,1980000.0,1605000.0,4,Sutherland Shire
Burraneer,2230.0,2009,5.0,1457000.0,1171500.0,4,Sutherland Shire
Burraneer,2230.0,2009,6.0,1555000.0,1555000.0,1,Sutherland Shire
Burraneer,2230.0,2010,3.0,1441966.67,1535900.0,3,Sutherland Shire
Burraneer,2230.0,2010,4.0,1682666.67,1362500.0,6,Sutherland Shire
Burraneer,2230.0,2010,5.0,1570714.29,1460000.0,7,Sutherland Shire
Burraneer,2230.0,2010,6.0,4050000.0,4050000.0,2,Sutherland Shire
Burraneer,2230.0,2011,3.0,1386000.0,1350000.0,5,Sutherland Shire
Burraneer,2230.0,2011,4.0,1700000.0,1302500.0,9,Sutherland Shire
Burraneer,2230.0,2011,5.0,1550714.29,1535000.0,7,Sutherland Shire
Burraneer,2230.0,2011,6.0,2000000.0,2000000.0,1,Sutherland Shire
Burraneer,2230.0,2012,3.0,976666.67,940000.0,3,Sutherland Shire
Burraneer,2230.0,2012,4.0,1347500.0,1375000.0,4,Sutherland Shire
Burraneer,2230.0,2012,5.0,2515340.0,2265000.0,5,Sutherland Shire
Burraneer,2230.0,2013,3.0,1133333.33,1032500.0,6,Sutherland Shire
Burraneer,2230.0,2013,4.0,1844300.0,1662500.0,10,Sutherland Shire
Burraneer,2230.0,2013,5.0,1778500.0,1695000.0,10,Sutherland Shire
Burraneer,2230.0,2014,2.0,950000.0,950000.0,1,Sutherland Shire
Burraneer,2230.0,2014,3.0,1423125.0,1345000.0,8,Sutherland Shire
Burraneer,2230.0,2014,4.0,1515769.23,1520000.0,13,Sutherland Shire
Burraneer,2230.0,2014,5.0,2001200.0,2150000.0,5,Sutherland Shire
Burraneer,2230.0,2014,6.0,3100000.0,3100000.0,1,Sutherland Shire
Burraneer,2230.0,2015,3.0,1902000.0,1875000.0,5,Sutherland Shire
Burraneer,2230.0,2015,4.0,1953181.82,1900000.0,11,Sutherland Shire
Burraneer,2230.0,2015,5.0,1965000.0,1965000.0,2,Sutherland Shire
Burraneer,2230.0,2015,6.0,5760000.0,5760000.0,1,Sutherland Shire
Burraneer,2230.0,2016,2.0,749000.0,749000.0,2,Sutherland Shire
Burraneer,2230.0,2016,3.0,1347333.33,1360000.0,3,Sutherland Shire
Burraneer,2230.0,2016,4.0,2133181.82,2000000.0,11,Sutherland Shire
Burraneer,2230.0,2016,5.0,1681000.0,1681000.0,1,Sutherland Shire
Burraneer,2230.0,2016,6.0,2452500.0,2452500.0,2,Sutherland Shire
Burraneer,2230.0,2016,7.0,3600000.0,3600000.0,1,Sutherland Shire
Burraneer,2230.0,2017,2.0,1041000.0,1041000.0,1,Sutherland Shire
Burraneer,2230.0,2017,3.0,2361000.0,1640000.0,5,Sutherland Shire
Burraneer,2230.0,2017,4.0,2663750.0,2640000.0,4,Sutherland Shire
Burraneer,2230.0,2017,5.0,3485000.0,3500000.0,4,Sutherland Shire
Burraneer,2230.0,2017,6.0,3087500.0,3087500.0,2,Sutherland Shire
Burraneer,2230.0,2018,3.0,1695500.0,1770000.0,10,Sutherland Shire
Burraneer,2230.0,2018,4.0,2767692.31,2425000.0,13,Sutherland Shire
Burraneer,2230.0,2018,5.0,3063333.33,2660000.0,3,Sutherland Shire
Burraneer,2230.0,2019,3.0,1570000.0,1570000.0,1,Sutherland Shire
Burraneer,2230.0,2019,4.0,2162000.0,1901000.0,3,Sutherland Shire
Burraneer,2230.0,2019,5.0,2105000.0,1920000.0,3,Sutherland Shire
Burraneer,2230.0,2020,3.0,1730000.0,1730000.0,1,Sutherland Shire
Burraneer,2230.0,2020,4.0,1520000.0,1520000.0,1,Sutherland Shire
Burraneer,2230.0,2021,4.0,3162500.0,3162500.0,2,Sutherland Shire
Burraneer,2230.0,2021,5.0,3360000.0,3360000.0,1,Sutherland Shire
Burwood,2134.0,2008,2.0,600666.67,620000.0,3,Inner West
Burwood,2134.0,2008,3.0,663750.0,635000.0,4,Inner West
Burwood,2134.0,2008,4.0,1290600.0,1280000.0,5,Inner West
Burwood,2134.0,2008,5.0,2050000.0,2050000.0,2,Inner West
Burwood,2134.0,2009,2.0,612333.33,560000.0,3,Inner West
Burwood,2134.0,2009,3.0,861818.18,750000.0,11,Inner West
Burwood,2134.0,2009,4.0,1215000.0,1300000.0,3,Inner West
Burwood,2134.0,2009,5.0,1850000.0,1850000.0,2,Inner West
Burwood,2134.0,2009,6.0,1250000.0,1250000.0,2,Inner West
Burwood,2134.0,2010,2.0,656200.0,705000.0,5,Inner West
Burwood,2134.0,2010,3.0,1008673.68,910800.0,19,Inner West
Burwood,2134.0,2010,4.0,1328333.33,1152500.0,12,Inner West
Burwood,2134.0,2010,5.0,1120000.0,1120000.0,1,Inner West
Burwood,2134.0,2010,6.0,2423000.0,2423000.0,1,Inner West
Burwood,2134.0,2010,9.0,1650000.0,1650000.0,1,Inner West
Burwood,2134.0,2010,10.0,1975000.0,1975000.0,1,Inner West
Burwood,2134.0,2010,18.0,1850000.0,1850000.0,1,Inner West
Burwood,2134.0,2010,21.0,2750000.0,2750000.0,1,Inner West
Burwood,2134.0,2011,2.0,766499.75,743000.0,4,Inner West
Burwood,2134.0,2011,3.0,1036625.0,1029000.0,8,Inner West
Burwood,2134.0,2011,4.0,1479964.29,1272500.0,14,Inner West
Burwood,2134.0,2011,5.0,1602833.33,1668500.0,6,Inner West
Burwood,2134.0,2011,6.0,2056000.0,1888000.0,5,Inner West
Burwood,2134.0,2012,2.0,718000.0,695750.0,4,Inner West
Burwood,2134.0,2012,3.0,1045538.46,1000000.0,13,Inner West
Burwood,2134.0,2012,4.0,1129900.0,1156000.0,10,Inner West
Burwood,2134.0,2012,5.0,1646428.57,1570000.0,7,Inner West
Burwood,2134.0,2012,6.0,2089400.0,1535000.0,5,Inner West
Burwood,2134.0,2013,1.0,330000.0,330000.0,1,Inner West
Burwood,2134.0,2013,2.0,822666.67,730000.0,9,Inner West
Burwood,2134.0,2013,3.0,1149240.74,1080000.0,27,Inner West
Burwood,2134.0,2013,4.0,1345190.48,1365000.0,21,Inner West
Burwood,2134.0,2013,5.0,1749750.0,1743000.0,8,Inner West
Burwood,2134.0,2013,6.0,2396666.67,2610000.0,3,Inner West
Burwood,2134.0,2013,7.0,1905000.0,1905000.0,1,Inner West
Burwood,2134.0,2013,13.0,3010000.0,3010000.0,1,Inner West
Burwood,2134.0,2014,2.0,891666.67,900000.0,3,Inner West
Burwood,2134.0,2014,3.0,1406555.56,1318500.0,18,Inner West
Burwood,2134.0,2014,4.0,1755909.09,1700000.0,22,Inner West
Burwood,2134.0,2014,5.0,2160714.29,2015000.0,7,Inner West
Burwood,2134.0,2014,6.0,2057000.0,2231500.0,4,Inner West
Burwood,2134.0,2015,2.0,1082500.0,1072500.0,4,Inner West
Burwood,2134.0,2015,3.0,1808550.0,1460500.0,20,Inner West
Burwood,2134.0,2015,4.0,2182778.22,1990000.0,18,Inner West
Burwood,2134.0,2015,5.0,2686000.0,2888000.0,9,Inner West
Burwood,2134.0,2015,6.0,3058666.67,2991000.0,6,Inner West
Burwood,2134.0,2015,7.0,4712000.0,4325000.0,3,Inner West
Burwood,2134.0,2015,8.0,5127500.0,5127500.0,2,Inner West
Burwood,2134.0,2016,1.0,460000.0,460000.0,1,Inner West
Burwood,2134.0,2016,2.0,1281000.0,1281000.0,2,Inner West
Burwood,2134.0,2016,3.0,1716440.0,1640000.0,25,Inner West
Burwood,2134.0,2016,4.0,2646250.0,2500000.0,12,Inner West
Burwood,2134.0,2016,5.0,2514000.0,2534000.0,6,Inner West
Burwood,2134.0,2016,6.0,3136500.0,3136500.0,2,Inner West
Burwood,2134.0,2017,2.0,1399285.71,1375000.0,7,Inner West
Burwood,2134.0,2017,3.0,1714000.0,1665000.0,18,Inner West
Burwood,2134.0,2017,4.0,2612466.67,2375000.0,15,Inner West
Burwood,2134.0,2017,5.0,2908750.0,2897500.0,4,Inner West
Burwood,2134.0,2017,6.0,3040000.0,3000000.0,7,Inner West
Burwood,2134.0,2017,7.0,3417500.0,3417500.0,2,Inner West
Burwood,2134.0,2017,8.0,4250000.0,4250000.0,1,Inner West
Burwood,2134.0,2018,2.0,1005000.0,970000.0,4,Inner West
Burwood,2134.0,2018,3.0,1500000.0,1525000.0,12,Inner West
Burwood,2134.0,2018,4.0,2230555.56,2200000.0,9,Inner West
Burwood,2134.0,2018,5.0,3486250.0,3350000.0,4,Inner West
Burwood,2134.0,2018,6.0,2815000.0,2815000.0,2,Inner West
Burwood,2134.0,2018,7.0,2631000.0,2631000.0,1,Inner West
Burwood,2134.0,2019,3.0,1591500.0,1610000.0,4,Inner West
Burwood,2134.0,2020,3.0,1830000.0,1830000.0,1,Inner West
Burwood,2134.0,2020,5.0,2300000.0,2300000.0,1,Inner West
Burwood,2134.0,2021,2.0,1071333.33,1005000.0,3,Inner West
Burwood,2134.0,2021,3.0,1970000.0,1960000.0,3,Inner West
Burwood,2134.0,2021,4.0,3082000.0,3120000.0,5,Inner West
Burwood,2134.0,2021,6.0,4650000.0,4650000.0,2,Inner West
Burwood Heights,2136.0,2008,2.0,560000.0,560000.0,1,Inner West
Burwood Heights,2136.0,2009,3.0,701875.0,691000.0,4,Inner West
Burwood Heights,2136.0,2009,4.0,880000.0,880000.0,1,Inner West
Burwood Heights,2136.0,2009,5.0,980000.0,980000.0,1,Inner West
Burwood Heights,2136.0,2010,5.0,1300000.0,1300000.0,1,Inner West
Burwood Heights,2136.0,2011,2.0,680000.0,680000.0,1,Inner West
Burwood Heights,2136.0,2011,3.0,763000.0,763000.0,2,Inner West
Burwood Heights,2136.0,2011,4.0,1345000.0,1400000.0,3,Inner West
Burwood Heights,2136.0,2011,5.0,1760000.0,1760000.0,2,Inner West
Burwood Heights,2136.0,2011,7.0,1031000.0,1031000.0,1,Inner West
Burwood Heights,2136.0,2011,8.0,1240000.0,1240000.0,1,Inner West
Burwood Heights,2136.0,2012,2.0,710000.0,710000.0,2,Inner West
Burwood Heights,2136.0,2012,3.0,903333.33,980000.0,3,Inner West
Burwood Heights,2136.0,2012,4.0,932000.0,932000.0,1,Inner West
Burwood Heights,2136.0,2012,5.0,1260000.0,1260000.0,1,Inner West
Burwood Heights,2136.0,2013,2.0,690000.0,690000.0,1,Inner West
Burwood Heights,2136.0,2013,3.0,966250.0,962500.0,4,Inner West
Burwood Heights,2136.0,2013,4.0,1046000.0,1046000.0,2,Inner West
Burwood Heights,2136.0,2013,5.0,1370000.0,1370000.0,2,Inner West
Burwood Heights,2136.0,2014,2.0,682250.0,682250.0,2,Inner West
Burwood Heights,2136.0,2014,3.0,983000.0,905000.0,5,Inner West
Burwood Heights,2136.0,2014,4.0,1718750.0,1887500.0,4,Inner West
Burwood Heights,2136.0,2014,5.0,1680000.0,1680000.0,1,Inner West
Burwood Heights,2136.0,2015,2.0,956000.0,956000.0,2,Inner West
Burwood Heights,2136.0,2015,3.0,1799500.0,1759000.0,4,Inner West
Burwood Heights,2136.0,2015,4.0,2230000.0,2310000.0,3,Inner West
Burwood Heights,2136.0,2015,5.0,2383000.0,2383000.0,2,Inner West
Burwood Heights,2136.0,2015,6.0,1461000.0,1461000.0,1,Inner West
Burwood Heights,2136.0,2016,2.0,1170000.0,1110000.0,3,Inner West
Burwood Heights,2136.0,2016,4.0,1730000.0,1730000.0,2,Inner West
Burwood Heights,2136.0,2017,3.0,2520000.0,2520000.0,2,Inner West
Burwood Heights,2136.0,2017,4.0,2309000.0,2560000.0,5,Inner West
Burwood Heights,2136.0,2018,3.0,1915000.0,1915000.0,2,Inner West
Burwood Heights,2136.0,2018,5.0,2275000.0,2275000.0,2,Inner West
Burwood Heights,2136.0,2018,6.0,1520000.0,1520000.0,1,Inner West
Burwood Heights,2136.0,2019,4.0,1780000.0,1780000.0,2,Inner West
Burwood Heights,2136.0,2021,7.0,4601000.0,4601000.0,1,Inner West
Busby,2168.0,2014,3.0,457600.0,470000.0,5,South West
Busby,2168.0,2014,5.0,540000.0,540000.0,2,South West
Busby,2168.0,2015,3.0,558777.78,562500.0,18,South West
Busby,2168.0,2015,4.0,560800.0,569400.0,6,South West
Busby,2168.0,2016,3.0,588613.0,589000.0,25,South West
Busby,2168.0,2016,4.0,600363.64,575000.0,11,South West
Busby,2168.0,2016,5.0,617000.0,608750.0,4,South West
Busby,2168.0,2016,6.0,688000.0,688000.0,1,South West
Busby,2168.0,2017,3.0,673100.0,659500.0,20,South West
Busby,2168.0,2017,4.0,677000.0,677500.0,8,South West
Busby,2168.0,2017,5.0,955000.0,955000.0,1,South West
Busby,2168.0,2017,6.0,635500.0,635500.0,2,South West
Busby,2168.0,2018,3.0,644281.25,643750.0,16,South West
Busby,2168.0,2018,4.0,692500.0,692500.0,2,South West
Busby,2168.0,2019,3.0,509416.67,512000.0,3,South West
Busby,2168.0,2019,4.0,658333.33,560000.0,3,South West
Busby,2168.0,2019,5.0,640000.0,640000.0,1,South West
Cabarita,2137.0,2008,2.0,860000.0,860000.0,1,Inner West
Cabarita,2137.0,2008,4.0,1800000.0,1800000.0,1,Inner West
Cabarita,2137.0,2009,3.0,1225000.0,1180000.0,4,Inner West
Cabarita,2137.0,2009,4.0,2000000.0,2000000.0,1,Inner West
Cabarita,2137.0,2010,1.0,935000.0,935000.0,1,Inner West
Cabarita,2137.0,2010,3.0,1197000.0,1153500.0,6,Inner West
Cabarita,2137.0,2010,4.0,1280000.0,1280000.0,1,Inner West
Cabarita,2137.0,2011,3.0,1028333.33,1100000.0,3,Inner West
Cabarita,2137.0,2011,4.0,1394000.0,1292000.0,3,Inner West
