Date,suburb,postalCode,sellPrice,bed,bath,car,propType,year,SydneyRegion
2012-07-11,Collaroy Plateau,2097.0,1025000,4.0,2,3.0,house,2012,Northern Beaches
2012-06-20,Collaroy,2097.0,925000,3.0,2,2.0,house,2012,Northern Beaches
2012-06-19,Collaroy Plateau,2097.0,2040000,6.0,5,6.0,house,2012,Northern Beaches
2012-06-16,Collaroy,2097.0,1000000,4.0,2,1.0,house,2012,Northern Beaches
2012-06-08,Collaroy,2097.0,1475000,4.0,3,2.0,house,2012,Northern Beaches
2012-05-31,Collaroy Plateau,2097.0,955000,4.0,2,3.0,house,2012,Northern Beaches
2012-05-23,Wheeler Heights,2097.0,948000,4.0,2,2.0,house,2012,Northern Beaches
2012-05-22,Collaroy Plateau,2097.0,895000,3.0,1,2.0,house,2012,Northern Beaches
2012-05-10,Collaroy,2097.0,2345000,5.0,3,2.0,house,2012,Northern Beaches
2012-05-09,Collaroy,2097.0,5850000,5.0,4,2.0,house,2012,Northern Beaches
2012-04-20,Wheeler Heights,2097.0,645000,3.0,1,1.0,house,2012,Northern Beaches
2012-04-13,Wheeler Heights,2097.0,645000,3.0,1,1.0,townhouse,2012,Northern Beaches
2012-03-31,Collaroy,2097.0,3050000,8.0,4,3.0,house,2012,Northern Beaches
2012-03-22,Collaroy Plateau,2097.0,815000,2.0,1,1.0,house,2012,Northern Beaches
2012-03-16,Collaroy,2097.0,1100000,2.0,2,1.0,house,2012,Northern Beaches
2012-03-09,Collaroy Plateau,2097.0,1450000,5.0,3,2.0,house,2012,Northern Beaches
2012-03-09,Wheeler Heights,2097.0,830000,4.0,3,1.0,house,2012,Northern Beaches
2012-03-06,Collaroy Plateau,2097.0,865000,3.0,2,1.0,house,2012,Northern Beaches
2012-02-29,Collaroy,2097.0,1080000,3.0,1,2.0,house,2012,Northern Beaches
2012-02-23,Collaroy,2097.0,850000,4.0,3,2.0,house,2012,Northern Beaches
2012-02-20,Collaroy Plateau,2097.0,767500,5.0,2,2.0,house,2012,Northern Beaches
2012-02-10,Collaroy Plateau,2097.0,902500,4.0,2,2.0,house,2012,Northern Beaches
2012-02-09,Wheeler Heights,2097.0,783000,4.0,3,2.0,house,2012,Northern Beaches
2012-02-03,Wheeler Heights,2097.0,750000,4.0,2,1.0,house,2012,Northern Beaches
2012-01-27,Collaroy,2097.0,2420000,4.0,4,3.0,house,2012,Northern Beaches
2012-01-23,Collaroy Plateau,2097.0,885000,3.0,1,2.0,house,2012,Northern Beaches
2012-01-19,Collaroy Plateau,2097.0,777500,3.0,1,2.0,house,2012,Northern Beaches
2012-01-16,Collaroy Plateau,2097.0,1550000,5.0,3,3.0,house,2012,Northern Beaches
2012-01-14,Wheeler Heights,2097.0,970000,4.0,1,1.0,house,2012,Northern Beaches
2011-12-30,Collaroy,2097.0,1500000,5.0,2,3.0,house,2011,Northern Beaches
2011-12-19,Collaroy Plateau,2097.0,1165000,5.0,2,2.0,house,2011,Northern Beaches
2011-12-16,Collaroy,2097.0,1615000,6.0,4,4.0,house,2011,Northern Beaches
2011-12-10,Collaroy,2097.0,1220000,5.0,2,2.0,house,2011,Northern Beaches
2011-12-08,Collaroy Plateau,2097.0,1075000,4.0,2,3.0,house,2011,Northern Beaches
2011-12-06,Collaroy Plateau,2097.0,665000,3.0,1,2.0,house,2011,Northern Beaches
2011-11-26,Collaroy,2097.0,2130000,5.0,2,4.0,house,2011,Northern Beaches
2011-11-17,Collaroy,2097.0,969000,5.0,3,4.0,house,2011,Northern Beaches
2011-11-16,Collaroy Plateau,2097.0,925090,4.0,3,2.0,house,2011,Northern Beaches
2011-11-14,Collaroy Plateau,2097.0,880000,3.0,2,2.0,house,2011,Northern Beaches
2011-11-11,Collaroy Plateau,2097.0,1195000,4.0,3,2.0,house,2011,Northern Beaches
2011-10-24,Collaroy Plateau,2097.0,810000,3.0,2,2.0,house,2011,Northern Beaches
2011-10-14,Collaroy,2097.0,1605000,4.0,3,3.0,house,2011,Northern Beaches
2011-10-07,Collaroy Plateau,2097.0,735000,3.0,2,1.0,house,2011,Northern Beaches
2011-09-16,Collaroy Plateau,2097.0,985000,4.0,1,3.0,house,2011,Northern Beaches
2011-09-09,Collaroy,2097.0,1050000,3.0,2,2.0,house,2011,Northern Beaches
2011-08-31,Collaroy,2097.0,2100000,4.0,4,4.0,house,2011,Northern Beaches
2011-08-30,Collaroy,2097.0,1090000,3.0,1,2.0,house,2011,Northern Beaches
2011-08-26,Wheeler Heights,2097.0,810000,4.0,2,2.0,house,2011,Northern Beaches
2011-08-19,Collaroy Plateau,2097.0,1170000,4.0,2,2.0,house,2011,Northern Beaches
2011-08-17,Collaroy,2097.0,815000,1.0,1,2.0,house,2011,Northern Beaches
2011-07-29,Collaroy,2097.0,1540000,5.0,3,2.0,house,2011,Northern Beaches
2011-07-18,Collaroy,2097.0,1505000,10.0,6,2.0,house,2011,Northern Beaches
2011-07-14,Collaroy Plateau,2097.0,815000,3.0,1,2.0,house,2011,Northern Beaches
2011-07-04,Wheeler Heights,2097.0,1305000,5.0,3,2.0,house,2011,Northern Beaches
2011-06-14,Collaroy,2097.0,1016000,5.0,2,1.0,house,2011,Northern Beaches
2011-06-14,Wheeler Heights,2097.0,749950,5.0,2,2.0,house,2011,Northern Beaches
2011-06-09,Collaroy,2097.0,1150000,5.0,3,2.0,house,2011,Northern Beaches
2011-06-06,Collaroy,2097.0,1200000,5.0,3,3.0,house,2011,Northern Beaches
2011-05-28,Collaroy,2097.0,1115000,4.0,2,2.0,house,2011,Northern Beaches
2011-05-26,Collaroy,2097.0,865000,4.0,2,2.0,house,2011,Northern Beaches
2011-05-23,Wheeler Heights,2097.0,795000,2.0,2,2.0,house,2011,Northern Beaches
2011-05-20,Collaroy,2097.0,733000,3.0,1,1.0,house,2011,Northern Beaches
2011-05-13,Collaroy,2097.0,880000,4.0,2,2.0,house,2011,Northern Beaches
2011-05-12,Collaroy Plateau,2097.0,835000,3.0,1,1.0,house,2011,Northern Beaches
2011-05-11,Collaroy,2097.0,908000,3.0,2,2.0,house,2011,Northern Beaches
2011-05-09,Collaroy Plateau,2097.0,1030000,5.0,2,2.0,house,2011,Northern Beaches
2011-04-27,Collaroy,2097.0,1530000,4.0,3,2.0,house,2011,Northern Beaches
2011-04-22,Collaroy,2097.0,1275000,4.0,3,4.0,house,2011,Northern Beaches
2011-04-08,Collaroy,2097.0,1400000,4.0,3,2.0,house,2011,Northern Beaches
2011-04-08,Collaroy Plateau,2097.0,1070000,3.0,2,2.0,house,2011,Northern Beaches
2011-04-08,Collaroy Plateau,2097.0,840000,2.0,1,1.0,house,2011,Northern Beaches
2011-03-04,Collaroy,2097.0,1480000,4.0,3,2.0,house,2011,Northern Beaches
2011-03-01,Wheeler Heights,2097.0,1045000,4.0,3,2.0,house,2011,Northern Beaches
2011-02-25,Collaroy,2097.0,885000,3.0,2,1.0,house,2011,Northern Beaches
2011-02-24,Collaroy,2097.0,1160000,3.0,2,2.0,house,2011,Northern Beaches
2011-02-21,Collaroy Plateau,2097.0,885000,4.0,2,2.0,house,2011,Northern Beaches
2011-02-11,Collaroy Plateau,2097.0,832000,3.0,1,1.0,house,2011,Northern Beaches
2011-02-04,Collaroy,2097.0,1625000,4.0,4,2.0,house,2011,Northern Beaches
2011-01-20,Collaroy,2097.0,1660000,4.0,3,2.0,house,2011,Northern Beaches
2010-12-13,Collaroy,2097.0,2300000,4.0,3,4.0,house,2010,Northern Beaches
2010-12-08,Collaroy,2097.0,2550000,4.0,2,2.0,house,2010,Northern Beaches
2010-12-07,Collaroy,2097.0,1250000,5.0,4,3.0,house,2010,Northern Beaches
2010-12-03,Collaroy,2097.0,725000,3.0,1,1.0,house,2010,Northern Beaches
2010-11-24,Collaroy,2097.0,1260000,3.0,1,2.0,house,2010,Northern Beaches
2010-10-29,Collaroy,2097.0,2000000,4.0,3,2.0,house,2010,Northern Beaches
2010-10-27,Collaroy,2097.0,1080000,4.0,2,2.0,house,2010,Northern Beaches
2010-10-26,Collaroy Plateau,2097.0,1100000,4.0,2,2.0,house,2010,Northern Beaches
2010-10-24,Collaroy Plateau,2097.0,959000,3.0,2,2.0,house,2010,Northern Beaches
2010-10-22,Collaroy,2097.0,960000,4.0,3,2.0,house,2010,Northern Beaches
2010-10-01,Collaroy Plateau,2097.0,1150000,4.0,2,2.0,house,2010,Northern Beaches
2010-09-24,Collaroy,2097.0,810000,3.0,2,2.0,house,2010,Northern Beaches
2010-09-24,Collaroy,2097.0,685000,4.0,2,2.0,house,2010,Northern Beaches
2010-09-15,Collaroy,2097.0,1275000,4.0,2,2.0,house,2010,Northern Beaches
2010-09-12,Wheeler Heights,2097.0,620000,3.0,1,1.0,house,2010,Northern Beaches
2010-09-01,Collaroy,2097.0,1950000,5.0,3,2.0,house,2010,Northern Beaches
2010-08-25,Collaroy,2097.0,890000,3.0,1,1.0,house,2010,Northern Beaches
2010-08-11,Wheeler Heights,2097.0,870000,3.0,2,2.0,house,2010,Northern Beaches
2010-08-04,Collaroy,2097.0,1269000,5.0,3,1.0,house,2010,Northern Beaches
2010-08-03,Collaroy Plateau,2097.0,910999,4.0,2,1.0,house,2010,Northern Beaches
2010-07-26,Collaroy,2097.0,1260000,4.0,3,2.0,house,2010,Northern Beaches
2010-07-21,Collaroy,2097.0,1485000,4.0,2,2.0,house,2010,Northern Beaches
2010-06-18,Collaroy,2097.0,1025000,5.0,2,3.0,house,2010,Northern Beaches
2010-06-17,Collaroy,2097.0,1250478,7.0,4,3.0,house,2010,Northern Beaches
2010-05-11,Collaroy,2097.0,1260000,4.0,2,1.0,house,2010,Northern Beaches
2010-05-11,Collaroy,2097.0,730000,2.0,2,2.0,house,2010,Northern Beaches
2010-05-01,Collaroy Plateau,2097.0,770000,4.0,3,3.0,house,2010,Northern Beaches
2010-03-30,Collaroy,2097.0,1885000,3.0,2,2.0,house,2010,Northern Beaches
2010-03-19,Wheeler Heights,2097.0,780000,4.0,1,2.0,house,2010,Northern Beaches
2010-02-24,Collaroy Plateau,2097.0,935000,4.0,2,2.0,house,2010,Northern Beaches
2010-02-19,Collaroy Plateau,2097.0,615000,2.0,1,1.0,townhouse,2010,Northern Beaches
2010-01-15,Collaroy Plateau,2097.0,725000,4.0,2,3.0,house,2010,Northern Beaches
2009-11-11,Collaroy Plateau,2097.0,1060000,4.0,3,2.0,house,2009,Northern Beaches
2009-11-02,Wheeler Heights,2097.0,795000,5.0,2,2.0,house,2009,Northern Beaches
2009-10-15,Collaroy Plateau,2097.0,1065000,3.0,1,2.0,house,2009,Northern Beaches
2009-10-09,Wheeler Heights,2097.0,705000,3.0,1,1.0,house,2009,Northern Beaches
2009-09-16,Collaroy Plateau,2097.0,1105000,4.0,1,4.0,house,2009,Northern Beaches
2009-09-15,Collaroy Plateau,2097.0,760000,4.0,2,2.0,house,2009,Northern Beaches
2009-08-30,Collaroy,2097.0,780000,3.0,1,2.0,house,2009,Northern Beaches
2009-08-24,Wheeler Heights,2097.0,825500,5.0,2,2.0,house,2009,Northern Beaches
2009-07-24,Collaroy Plateau,2097.0,881000,3.0,2,2.0,house,2009,Northern Beaches
2009-07-24,Collaroy,2097.0,881000,3.0,2,2.0,house,2009,Northern Beaches
2009-07-16,Wheeler Heights,2097.0,745000,3.0,2,2.0,house,2009,Northern Beaches
2009-07-15,Collaroy,2097.0,1135000,4.0,5,5.0,house,2009,Northern Beaches
2009-06-05,Collaroy,2097.0,740150,3.0,1,2.0,house,2009,Northern Beaches
2009-03-20,Collaroy Plateau,2097.0,650000,3.0,2,1.0,house,2009,Northern Beaches
2009-03-15,Wheeler Heights,2097.0,775000,4.0,2,3.0,house,2009,Northern Beaches
2009-03-14,Collaroy,2097.0,660000,3.0,2,2.0,townhouse,2009,Northern Beaches
2008-12-03,Collaroy,2097.0,880000,3.0,1,1.0,house,2008,Northern Beaches
2008-10-31,Collaroy,2097.0,1800000,4.0,2,2.0,house,2008,Northern Beaches
2008-10-31,Collaroy Plateau,2097.0,771000,3.0,1,1.0,house,2008,Northern Beaches
2008-10-29,Collaroy,2097.0,930000,3.0,2,3.0,house,2008,Northern Beaches
2008-06-21,Collaroy,2097.0,975000,4.0,2,2.0,house,2008,Northern Beaches
2008-04-09,Collaroy,2097.0,1230000,4.0,2,2.0,house,2008,Northern Beaches
2008-01-16,Wheeler Heights,2097.0,705000,3.0,2,1.0,house,2008,Northern Beaches
2019-04-05,Collaroy Plateau,2097.0,1770000,5.0,3,1.0,house,2019,Northern Beaches
2019-04-05,Collaroy Plateau,2097.0,1525000,3.0,2,2.0,house,2019,Northern Beaches
2019-03-18,Collaroy,2097.0,2955000,4.0,3,5.0,house,2019,Northern Beaches
2019-03-12,Collaroy,2097.0,2080000,5.0,4,4.0,house,2019,Northern Beaches
2019-02-23,Collaroy Plateau,2097.0,1610000,4.0,2,1.0,house,2019,Northern Beaches
2019-02-15,Collaroy,2097.0,7500000,3.0,3,2.0,house,2019,Northern Beaches
2019-01-21,Collaroy,2097.0,1392000,4.0,1,2.0,house,2019,Northern Beaches
2019-01-18,Collaroy,2097.0,3135000,5.0,3,3.0,house,2019,Northern Beaches
2019-01-17,Collaroy,2097.0,2075000,5.0,3,1.0,house,2019,Northern Beaches
2018-12-17,Collaroy Plateau,2097.0,1585000,5.0,2,3.0,house,2018,Northern Beaches
2018-12-15,Collaroy Plateau,2097.0,1900000,4.0,3,1.0,house,2018,Northern Beaches
2018-12-14,Collaroy Plateau,2097.0,2535000,4.0,2,2.0,house,2018,Northern Beaches
2018-12-01,Wheeler Heights,2097.0,1382500,4.0,2,2.0,house,2018,Northern Beaches
2018-11-30,Collaroy Plateau,2097.0,2070000,5.0,4,2.0,house,2018,Northern Beaches
2018-11-09,Wheeler Heights,2097.0,1592500,4.0,3,1.0,house,2018,Northern Beaches
2018-11-07,Collaroy Plateau,2097.0,1770000,4.0,2,2.0,house,2018,Northern Beaches
2018-10-31,Collaroy,2097.0,4850000,4.0,3,2.0,house,2018,Northern Beaches
2018-10-22,Collaroy,2097.0,3300000,6.0,4,4.0,house,2018,Northern Beaches
2018-10-19,Collaroy,2097.0,1500000,4.0,2,2.0,house,2018,Northern Beaches
2018-10-17,Collaroy Plateau,2097.0,1500000,4.0,2,1.0,house,2018,Northern Beaches
2018-10-17,Collaroy Plateau,2097.0,1430000,3.0,1,2.0,house,2018,Northern Beaches
2018-10-15,Collaroy Plateau,2097.0,1710000,5.0,2,2.0,house,2018,Northern Beaches
2018-10-11,Collaroy,2097.0,2120000,4.0,3,2.0,house,2018,Northern Beaches
2018-10-09,Collaroy Plateau,2097.0,1635000,4.0,3,2.0,house,2018,Northern Beaches
2018-10-09,Wheeler Heights,2097.0,1516200,4.0,3,1.0,house,2018,Northern Beaches
2018-09-28,Collaroy Plateau,2097.0,1450000,3.0,1,2.0,house,2018,Northern Beaches
2018-09-24,Collaroy Plateau,2097.0,2400000,4.0,2,2.0,house,2018,Northern Beaches
2018-09-21,Collaroy Plateau,2097.0,1950000,5.0,3,2.0,house,2018,Northern Beaches
2018-09-05,Collaroy Beach,2097.0,8250000,5.0,6,2.0,house,2018,Northern Beaches
2018-09-05,Collaroy,2097.0,7250000,4.0,2,2.0,house,2018,Northern Beaches
2018-08-27,Collaroy,2097.0,5100000,5.0,3,2.0,house,2018,Northern Beaches
2018-08-25,Collaroy Plateau,2097.0,1367000,3.0,2,2.0,house,2018,Northern Beaches
2018-08-21,Collaroy Plateau,2097.0,2165000,4.0,3,2.0,house,2018,Northern Beaches
2018-08-08,Wheeler Heights,2097.0,1860000,4.0,2,2.0,house,2018,Northern Beaches
2018-07-14,Collaroy Plateau,2097.0,1393000,3.0,2,1.0,house,2018,Northern Beaches
2018-06-16,Collaroy Plateau,2097.0,1600000,4.0,2,2.0,house,2018,Northern Beaches
2018-06-15,Collaroy,2097.0,4426525,6.0,4,3.0,house,2018,Northern Beaches
2018-06-14,Collaroy Plateau,2097.0,1982000,4.0,2,3.0,house,2018,Northern Beaches
2018-05-17,Collaroy Plateau,2097.0,2400000,4.0,3,2.0,house,2018,Northern Beaches
2018-05-09,Collaroy,2097.0,2875000,4.0,3,2.0,house,2018,Northern Beaches
2018-04-28,Collaroy,2097.0,3295000,4.0,4,4.0,house,2018,Northern Beaches
2018-04-27,Collaroy,2097.0,3300000,4.0,2,2.0,house,2018,Northern Beaches
2018-04-24,Wheeler Heights,2097.0,1830000,4.0,2,2.0,house,2018,Northern Beaches
2018-04-19,Collaroy,2097.0,3250000,5.0,3,4.0,house,2018,Northern Beaches
2018-04-19,Collaroy Plateau,2097.0,1600000,3.0,2,2.0,house,2018,Northern Beaches
2018-04-16,Collaroy,2097.0,2000000,5.0,2,2.0,house,2018,Northern Beaches
2018-04-13,Wheeler Heights,2097.0,1290000,4.0,1,1.0,house,2018,Northern Beaches
2018-04-09,Collaroy,2097.0,1460000,3.0,3,2.0,house,2018,Northern Beaches
2018-04-07,Collaroy,2097.0,3525000,5.0,2,2.0,house,2018,Northern Beaches
2018-03-29,Collaroy,2097.0,1300000,2.0,1,1.0,house,2018,Northern Beaches
2018-03-13,Wheeler Heights,2097.0,2300000,3.0,1,4.0,house,2018,Northern Beaches
2018-03-13,Collaroy Plateau,2097.0,1300000,3.0,2,2.0,house,2018,Northern Beaches
2018-02-23,Collaroy Plateau,2097.0,2010000,4.0,2,2.0,house,2018,Northern Beaches
2018-02-21,Collaroy,2097.0,2850000,4.0,2,2.0,house,2018,Northern Beaches
2018-01-25,Collaroy,2097.0,2950000,5.0,3,2.0,house,2018,Northern Beaches
2017-12-21,Collaroy Plateau,2097.0,1710000,5.0,2,3.0,house,2017,Northern Beaches
2017-12-21,Wheeler Heights,2097.0,1520000,4.0,1,2.0,house,2017,Northern Beaches
2017-12-16,Collaroy Plateau,2097.0,1980000,5.0,3,4.0,house,2017,Northern Beaches
2017-12-15,Collaroy Plateau,2097.0,1575000,4.0,1,1.0,house,2017,Northern Beaches
2017-12-08,Collaroy,2097.0,2785000,8.0,5,2.0,house,2017,Northern Beaches
2017-12-06,Wheeler Heights,2097.0,1560000,4.0,2,2.0,house,2017,Northern Beaches
2017-12-06,Wheeler Heights,2097.0,1280000,4.0,2,1.0,house,2017,Northern Beaches
2017-12-02,Collaroy,2097.0,1400000,3.0,1,2.0,house,2017,Northern Beaches
2017-11-02,Wheeler Heights,2097.0,1550000,4.0,2,2.0,house,2017,Northern Beaches
2017-10-30,Collaroy,2097.0,2100000,4.0,3,2.0,house,2017,Northern Beaches
2017-10-11,Collaroy Plateau,2097.0,1580000,3.0,1,2.0,house,2017,Northern Beaches
2017-09-30,Collaroy,2097.0,2130000,4.0,2,3.0,house,2017,Northern Beaches
2017-09-28,Collaroy Plateau,2097.0,1830000,6.0,3,4.0,house,2017,Northern Beaches
2017-09-02,Collaroy,2097.0,2022000,4.0,3,2.0,house,2017,Northern Beaches
2017-09-01,Collaroy,2097.0,3370000,4.0,3,2.0,house,2017,Northern Beaches
2017-08-29,Collaroy,2097.0,2900000,4.0,2,3.0,house,2017,Northern Beaches
2017-08-25,Collaroy Plateau,2097.0,2350000,4.0,4,6.0,house,2017,Northern Beaches
2017-08-01,Collaroy,2097.0,2650000,4.0,2,2.0,house,2017,Northern Beaches
2017-07-11,Collaroy,2097.0,4000000,5.0,4,4.0,house,2017,Northern Beaches
2017-07-11,Collaroy,2097.0,3750000,4.0,3,2.0,house,2017,Northern Beaches
2017-07-10,Collaroy Plateau,2097.0,1720000,3.0,2,1.0,house,2017,Northern Beaches
2017-06-14,Collaroy Plateau,2097.0,1426500,3.0,2,2.0,house,2017,Northern Beaches
2017-05-27,Collaroy,2097.0,4850000,6.0,4,2.0,house,2017,Northern Beaches
2017-05-23,Collaroy,2097.0,2220000,3.0,1,2.0,house,2017,Northern Beaches
2017-05-14,Collaroy Plateau,2097.0,1955000,4.0,2,1.0,house,2017,Northern Beaches
2017-05-12,Collaroy,2097.0,2340000,4.0,2,2.0,house,2017,Northern Beaches
2017-05-03,Collaroy Plateau,2097.0,1100000,3.0,1,1.0,townhouse,2017,Northern Beaches
2017-04-29,Wheeler Heights,2097.0,1545000,4.0,1,2.0,house,2017,Northern Beaches
2017-04-20,Wheeler Heights,2097.0,2200000,5.0,2,2.0,house,2017,Northern Beaches
2017-04-01,Collaroy,2097.0,2050000,6.0,4,2.0,house,2017,Northern Beaches
2017-03-17,Collaroy Plateau,2097.0,1888000,5.0,3,2.0,house,2017,Northern Beaches
2017-02-28,Collaroy Plateau,2097.0,2255000,4.0,2,2.0,house,2017,Northern Beaches
2017-02-25,Collaroy,2097.0,2150000,3.0,1,2.0,house,2017,Northern Beaches
2017-02-21,Collaroy Plateau,2097.0,1700000,4.0,2,1.0,house,2017,Northern Beaches
2017-02-18,Collaroy Plateau,2097.0,1610000,6.0,4,2.0,house,2017,Northern Beaches
2016-12-22,Collaroy,2097.0,2475000,3.0,2,2.0,house,2016,Northern Beaches
2016-12-21,Collaroy Plateau,2097.0,1670000,3.0,1,1.0,house,2016,Northern Beaches
2016-12-19,Collaroy Plateau,2097.0,1420000,4.0,2,2.0,house,2016,Northern Beaches
2016-12-17,Collaroy,2097.0,2050000,3.0,1,2.0,house,2016,Northern Beaches
2016-11-25,Collaroy,2097.0,1900000,3.0,2,1.0,house,2016,Northern Beaches
2016-11-12,Collaroy Plateau,2097.0,1750000,4.0,2,2.0,house,2016,Northern Beaches
2016-11-05,Collaroy,2097.0,2700000,4.0,2,3.0,house,2016,Northern Beaches
2016-10-27,Wheeler Heights,2097.0,1636500,5.0,3,2.0,house,2016,Northern Beaches
2016-10-04,Collaroy,2097.0,863000,2.0,1,1.0,house,2016,Northern Beaches
2016-09-29,Collaroy,2097.0,1860000,6.0,3,3.0,house,2016,Northern Beaches
2016-09-16,Collaroy Plateau,2097.0,1950000,4.0,2,2.0,house,2016,Northern Beaches
2016-09-14,Collaroy,2097.0,3450000,4.0,1,1.0,house,2016,Northern Beaches
2016-09-10,Collaroy Plateau,2097.0,1640000,4.0,2,2.0,house,2016,Northern Beaches
2016-08-26,Collaroy,2097.0,5485000,3.0,3,2.0,house,2016,Northern Beaches
2016-08-26,Collaroy,2097.0,3900000,5.0,3,2.0,house,2016,Northern Beaches
2016-08-22,Collaroy,2097.0,2650000,3.0,3,2.0,house,2016,Northern Beaches
2016-08-17,Collaroy,2097.0,1725100,3.0,2,2.0,house,2016,Northern Beaches
2016-08-13,Collaroy Plateau,2097.0,1755000,4.0,1,2.0,house,2016,Northern Beaches
2016-08-02,Collaroy,2097.0,3200000,4.0,2,2.0,house,2016,Northern Beaches
2016-07-30,Collaroy Plateau,2097.0,1403000,3.0,1,1.0,house,2016,Northern Beaches
2016-07-01,Collaroy,2097.0,2650000,5.0,3,2.0,house,2016,Northern Beaches
2016-06-25,Collaroy Plateau,2097.0,1410000,3.0,1,2.0,house,2016,Northern Beaches
2016-06-18,Collaroy,2097.0,2365000,4.0,3,2.0,house,2016,Northern Beaches
2016-06-18,Collaroy Plateau,2097.0,1500000,4.0,3,2.0,house,2016,Northern Beaches
2016-05-28,Collaroy Plateau,2097.0,1992000,4.0,2,2.0,house,2016,Northern Beaches
2016-05-14,Collaroy,2097.0,1550000,4.0,3,4.0,house,2016,Northern Beaches
2016-05-07,Collaroy Plateau,2097.0,2330000,3.0,2,2.0,house,2016,Northern Beaches
2016-04-21,Collaroy,2097.0,1310000,3.0,2,2.0,house,2016,Northern Beaches
2016-04-04,Collaroy,2097.0,2750000,5.0,3,3.0,house,2016,Northern Beaches
2016-03-05,Collaroy,2097.0,2045000,3.0,2,3.0,house,2016,Northern Beaches
2016-02-18,Collaroy Plateau,2097.0,1840000,5.0,3,2.0,house,2016,Northern Beaches
2016-01-20,Collaroy,2097.0,2875000,3.0,2,2.0,house,2016,Northern Beaches
2015-12-05,Collaroy Plateau,2097.0,1650000,4.0,3,3.0,house,2015,Northern Beaches
2015-11-30,Collaroy,2097.0,1350000,3.0,3,4.0,house,2015,Northern Beaches
2015-11-20,Collaroy,2097.0,1710000,4.0,3,2.0,house,2015,Northern Beaches
2015-11-01,Collaroy,2097.0,5500000,4.0,4,3.0,house,2015,Northern Beaches
2015-10-29,Collaroy,2097.0,2180000,5.0,4,2.0,house,2015,Northern Beaches
2015-10-20,Collaroy,2097.0,1650000,5.0,3,2.0,house,2015,Northern Beaches
2015-10-10,Collaroy,2097.0,2450000,5.0,3,2.0,house,2015,Northern Beaches
2015-09-23,Collaroy Plateau,2097.0,2000000,5.0,3,2.0,house,2015,Northern Beaches
2015-09-23,Collaroy Plateau,2097.0,1720000,5.0,3,2.0,house,2015,Northern Beaches
2015-09-19,Collaroy,2097.0,1781000,3.0,2,2.0,house,2015,Northern Beaches
2015-09-05,Collaroy,2097.0,2475000,4.0,3,2.0,house,2015,Northern Beaches
2015-08-27,Collaroy Plateau,2097.0,1193000,4.0,2,1.0,house,2015,Northern Beaches
2015-08-24,Collaroy,2097.0,1756000,5.0,3,4.0,house,2015,Northern Beaches
2015-08-22,Collaroy,2097.0,2875000,5.0,4,2.0,house,2015,Northern Beaches
2015-07-25,Collaroy,2097.0,2900000,5.0,5,3.0,house,2015,Northern Beaches
2015-07-25,Collaroy,2097.0,1485000,3.0,2,2.0,house,2015,Northern Beaches
2015-06-19,Collaroy,2097.0,3800000,5.0,3,6.0,house,2015,Northern Beaches
2015-06-10,Collaroy,2097.0,2100000,4.0,4,2.0,house,2015,Northern Beaches
2015-06-01,Wheeler Heights,2097.0,1350000,4.0,3,2.0,house,2015,Northern Beaches
2015-05-30,Collaroy Plateau,2097.0,1580000,4.0,2,2.0,house,2015,Northern Beaches
2015-05-01,Collaroy Plateau,2097.0,1179502,2.0,1,1.0,house,2015,Northern Beaches
2015-04-27,Collaroy,2097.0,2550000,4.0,3,2.0,house,2015,Northern Beaches
2015-04-01,Collaroy,2097.0,2600000,6.0,4,2.0,house,2015,Northern Beaches
2015-02-13,Collaroy,2097.0,1635000,6.0,3,4.0,house,2015,Northern Beaches
2014-12-15,Wheeler Heights,2097.0,1000000,5.0,2,2.0,house,2014,Northern Beaches
2014-12-08,Collaroy,2097.0,1900000,4.0,3,2.0,house,2014,Northern Beaches
2014-11-30,Wheeler Heights,2097.0,1635000,3.0,1,2.0,house,2014,Northern Beaches
2014-11-24,Collaroy,2097.0,1175000,4.0,2,2.0,house,2014,Northern Beaches
2014-11-17,Collaroy,2097.0,1511000,5.0,3,2.0,house,2014,Northern Beaches
2014-11-14,Collaroy Plateau,2097.0,1150000,5.0,2,2.0,house,2014,Northern Beaches
2014-10-30,Collaroy Plateau,2097.0,1644000,5.0,3,2.0,house,2014,Northern Beaches
2014-10-29,Collaroy,2097.0,1630000,5.0,2,2.0,house,2014,Northern Beaches
2014-10-28,Collaroy,2097.0,2350000,4.0,3,2.0,house,2014,Northern Beaches
2014-10-20,Wheeler Heights,2097.0,1300000,4.0,3,2.0,house,2014,Northern Beaches
2014-10-08,Collaroy Plateau,2097.0,2800000,5.0,4,3.0,house,2014,Northern Beaches
2014-09-10,Collaroy,2097.0,2920000,4.0,2,1.0,house,2014,Northern Beaches
2014-08-25,Collaroy Plateau,2097.0,1130000,4.0,2,2.0,house,2014,Northern Beaches
2014-08-15,Collaroy,2097.0,1550000,4.0,4,2.0,house,2014,Northern Beaches
2014-08-14,Collaroy Plateau,2097.0,1615000,5.0,4,3.0,house,2014,Northern Beaches
2014-08-12,Collaroy,2097.0,2750000,5.0,5,2.0,house,2014,Northern Beaches
2014-08-01,Collaroy,2097.0,2660000,5.0,3,2.0,house,2014,Northern Beaches
2014-08-01,Collaroy Plateau,2097.0,1120000,5.0,2,2.0,house,2014,Northern Beaches
2014-06-30,Collaroy,2097.0,1395000,4.0,2,3.0,house,2014,Northern Beaches
