Date,suburb,postalCode,sellPrice,bed,bath,car,propType,year,SydneyRegion
2019-06-19,Avalon Beach,2107.0,1210000,4.0,2,2.0,house,2019,Northern Beaches
2019-06-13,Avalon Beach,2107.0,2250000,4.0,3,4.0,house,2019,Northern Beaches
2019-06-07,Whale Beach,2107.0,2920000,3.0,3,2.0,house,2019,Northern Beaches
2019-05-28,Avalon Beach,2107.0,1530000,3.0,1,2.0,house,2019,Northern Beaches
2019-05-22,Whale Beach,2107.0,8000000,5.0,4,4.0,house,2019,Northern Beaches
2019-05-10,Bilgola Plateau,2107.0,1610000,4.0,2,2.0,house,2019,Northern Beaches
2019-04-13,Avalon Beach,2107.0,1510000,3.0,1,2.0,house,2019,Northern Beaches
2019-04-11,Avalon Beach,2107.0,1500000,5.0,4,4.0,house,2019,Northern Beaches
2019-04-11,Avalon Beach,2107.0,1400000,3.0,1,2.0,house,2019,Northern Beaches
2019-04-09,Avalon Beach,2107.0,1210000,3.0,2,2.0,house,2019,Northern Beaches
2019-04-06,Avalon Beach,2107.0,2186000,4.0,2,2.0,house,2019,Northern Beaches
2019-03-30,Avalon Beach,2107.0,1425000,6.0,2,2.0,house,2019,Northern Beaches
2019-03-18,Avalon Beach,2107.0,2300000,4.0,2,3.0,house,2019,Northern Beaches
2019-03-16,Bilgola Plateau,2107.0,1425000,4.0,3,2.0,house,2019,Northern Beaches
2019-03-15,Avalon Beach,2107.0,1400000,4.0,3,3.0,house,2019,Northern Beaches
2019-03-09,Avalon Beach,2107.0,2420000,5.0,3,3.0,house,2019,Northern Beaches
2019-02-21,Avalon Beach,2107.0,1645000,4.0,2,3.0,house,2019,Northern Beaches
2019-02-20,Avalon Beach,2107.0,1285000,3.0,1,2.0,house,2019,Northern Beaches
2019-02-05,Avalon Beach,2107.0,1700000,3.0,2,3.0,house,2019,Northern Beaches
2019-01-25,Avalon Beach,2107.0,1325000,4.0,2,2.0,house,2019,Northern Beaches
2018-12-21,Avalon Beach,2107.0,1020000,2.0,1,1.0,house,2018,Northern Beaches
2018-12-19,Avalon Beach,2107.0,2040000,4.0,2,2.0,house,2018,Northern Beaches
2018-12-19,Avalon Beach,2107.0,1359000,4.0,3,2.0,house,2018,Northern Beaches
2018-12-15,Avalon Beach,2107.0,1715000,3.0,2,2.0,house,2018,Northern Beaches
2018-12-15,Bilgola Plateau,2107.0,1600000,3.0,2,2.0,house,2018,Northern Beaches
2018-12-11,Avalon Beach,2107.0,2150000,3.0,1,3.0,house,2018,Northern Beaches
2018-12-05,Avalon Beach,2107.0,1800000,5.0,1,1.0,house,2018,Northern Beaches
2018-11-30,Bilgola Plateau,2107.0,1590000,4.0,2,2.0,house,2018,Northern Beaches
2018-11-28,Avalon Beach,2107.0,1765000,3.0,3,3.0,house,2018,Northern Beaches
2018-11-20,Avalon Beach,2107.0,1300000,3.0,3,1.0,house,2018,Northern Beaches
2018-11-17,Avalon Beach,2107.0,1325000,4.0,2,3.0,house,2018,Northern Beaches
2018-11-16,Avalon Beach,2107.0,1810000,5.0,2,4.0,house,2018,Northern Beaches
2018-11-03,Avalon Beach,2107.0,2440000,6.0,3,2.0,house,2018,Northern Beaches
2018-10-30,Avalon Beach,2107.0,1435000,4.0,2,2.0,house,2018,Northern Beaches
2018-10-20,Avalon Beach,2107.0,1550000,4.0,3,2.0,house,2018,Northern Beaches
2018-10-19,Avalon Beach,2107.0,1500000,4.0,2,2.0,house,2018,Northern Beaches
2018-10-10,Bilgola Plateau,2107.0,1780000,4.0,3,1.0,house,2018,Northern Beaches
2018-10-06,Avalon Beach,2107.0,2487000,4.0,2,4.0,house,2018,Northern Beaches
2018-09-28,Avalon Beach,2107.0,2450000,5.0,3,2.0,house,2018,Northern Beaches
2018-09-26,Avalon Beach,2107.0,1450000,5.0,2,2.0,house,2018,Northern Beaches
2018-09-24,Bilgola Plateau,2107.0,1650000,5.0,3,2.0,house,2018,Northern Beaches
2018-09-22,Avalon Beach,2107.0,1900000,4.0,2,3.0,house,2018,Northern Beaches
2018-09-22,Bilgola Plateau,2107.0,1635000,4.0,3,2.0,house,2018,Northern Beaches
2018-09-17,Avalon Beach,2107.0,1675000,4.0,2,2.0,house,2018,Northern Beaches
2018-09-13,Avalon Beach,2107.0,1350000,3.0,1,2.0,house,2018,Northern Beaches
2018-09-09,Bilgola Plateau,2107.0,1475000,4.0,3,3.0,house,2018,Northern Beaches
2018-09-08,Avalon Beach,2107.0,1850000,4.0,2,2.0,house,2018,Northern Beaches
2018-09-07,Bilgola Plateau,2107.0,1310000,4.0,3,2.0,house,2018,Northern Beaches
2018-09-05,Avalon Beach,2107.0,2430000,6.0,5,3.0,house,2018,Northern Beaches
2018-09-01,Bilgola Plateau,2107.0,2270000,3.0,2,2.0,house,2018,Northern Beaches
2018-08-29,Avalon Beach,2107.0,1390000,3.0,2,2.0,townhouse,2018,Northern Beaches
2018-08-24,Avalon Beach,2107.0,1390000,4.0,2,2.0,house,2018,Northern Beaches
2018-08-22,Bilgola Plateau,2107.0,1450000,3.0,2,2.0,house,2018,Northern Beaches
2018-08-21,Avalon Beach,2107.0,1410000,5.0,2,2.0,house,2018,Northern Beaches
2018-08-17,Avalon Beach,2107.0,1585000,3.0,1,1.0,house,2018,Northern Beaches
2018-06-27,Avalon Beach,2107.0,1730000,3.0,1,1.0,house,2018,Northern Beaches
2018-06-23,Bilgola Plateau,2107.0,2399999,5.0,3,2.0,house,2018,Northern Beaches
2018-06-21,Avalon Beach,2107.0,1725000,4.0,3,2.0,house,2018,Northern Beaches
2018-06-16,Bilgola Plateau,2107.0,2200000,4.0,2,2.0,house,2018,Northern Beaches
2018-06-08,Avalon Beach,2107.0,2200000,5.0,3,2.0,house,2018,Northern Beaches
2018-06-07,Avalon Beach,2107.0,2320000,5.0,3,3.0,house,2018,Northern Beaches
2018-05-26,Avalon Beach,2107.0,2420000,6.0,4,3.0,house,2018,Northern Beaches
2018-05-26,Avalon Beach,2107.0,2080000,5.0,4,2.0,house,2018,Northern Beaches
2018-05-26,Avalon Beach,2107.0,1635000,3.0,2,2.0,townhouse,2018,Northern Beaches
2018-05-26,Avalon Beach,2107.0,1540000,5.0,3,3.0,house,2018,Northern Beaches
2018-05-22,Avalon Beach,2107.0,1953000,6.0,4,3.0,house,2018,Northern Beaches
2018-05-16,Avalon Beach,2107.0,2850000,5.0,3,3.0,house,2018,Northern Beaches
2018-05-12,Bilgola Plateau,2107.0,1400000,3.0,2,2.0,house,2018,Northern Beaches
2018-05-12,Bilgola Plateau,2107.0,1350000,3.0,1,2.0,house,2018,Northern Beaches
2018-05-06,Avalon Beach,2107.0,1810000,4.0,2,2.0,house,2018,Northern Beaches
2018-05-05,Bilgola Plateau,2107.0,1310000,4.0,3,2.0,house,2018,Northern Beaches
2018-04-28,Avalon Beach,2107.0,1075000,4.0,2,2.0,house,2018,Northern Beaches
2018-04-27,Avalon Beach,2107.0,1720000,4.0,1,7.0,house,2018,Northern Beaches
2018-04-20,Avalon Beach,2107.0,1605000,4.0,2,1.0,house,2018,Northern Beaches
2018-04-17,Avalon Beach,2107.0,2060000,5.0,2,2.0,house,2018,Northern Beaches
2018-04-14,Avalon Beach,2107.0,1459000,3.0,1,2.0,house,2018,Northern Beaches
2018-04-12,Bilgola Plateau,2107.0,1430000,4.0,2,2.0,house,2018,Northern Beaches
2018-04-10,Avalon Beach,2107.0,2470000,5.0,4,4.0,house,2018,Northern Beaches
2018-04-09,Avalon Beach,2107.0,1600000,3.0,2,2.0,house,2018,Northern Beaches
2018-04-08,Avalon Beach,2107.0,1770000,3.0,2,2.0,house,2018,Northern Beaches
2018-04-06,Avalon Beach,2107.0,1575000,3.0,1,2.0,house,2018,Northern Beaches
2018-04-06,Avalon Beach,2107.0,1530000,4.0,2,2.0,house,2018,Northern Beaches
2018-03-29,Avalon Beach,2107.0,1400000,4.0,3,3.0,house,2018,Northern Beaches
2018-03-24,Bilgola Plateau,2107.0,2425000,4.0,3,2.0,house,2018,Northern Beaches
2018-03-22,Bilgola Plateau,2107.0,1482500,4.0,2,2.0,house,2018,Northern Beaches
2018-03-22,Avalon Beach,2107.0,1400000,3.0,1,2.0,house,2018,Northern Beaches
2018-03-17,Avalon Beach,2107.0,2870000,5.0,3,3.0,house,2018,Northern Beaches
2018-03-17,Avalon Beach,2107.0,1822500,3.0,2,2.0,house,2018,Northern Beaches
2018-03-17,Avalon Beach,2107.0,1380000,3.0,2,2.0,house,2018,Northern Beaches
2018-03-16,Bilgola Plateau,2107.0,1530000,4.0,2,3.0,house,2018,Northern Beaches
2018-03-13,Avalon Beach,2107.0,1300000,3.0,2,2.0,house,2018,Northern Beaches
2018-03-10,Avalon Beach,2107.0,1375000,4.0,2,1.0,house,2018,Northern Beaches
2018-03-08,Avalon Beach,2107.0,1850000,5.0,3,2.0,house,2018,Northern Beaches
2018-03-07,Avalon Beach,2107.0,2167000,3.0,2,3.0,house,2018,Northern Beaches
2018-03-07,Avalon Beach,2107.0,2100000,3.0,3,1.0,house,2018,Northern Beaches
2018-03-02,Avalon Beach,2107.0,1307000,4.0,2,2.0,house,2018,Northern Beaches
2018-02-26,Avalon Beach,2107.0,2400000,3.0,2,1.0,house,2018,Northern Beaches
2018-02-24,Avalon Beach,2107.0,1875000,4.0,3,2.0,house,2018,Northern Beaches
2018-02-24,Bilgola Plateau,2107.0,1860000,4.0,2,2.0,house,2018,Northern Beaches
2018-02-21,Avalon Beach,2107.0,1863500,4.0,2,1.0,house,2018,Northern Beaches
2018-02-21,Bilgola Plateau,2107.0,1230000,3.0,1,1.0,duplex/semi-detached,2018,Northern Beaches
2018-02-17,Avalon Beach,2107.0,1860000,4.0,2,3.0,house,2018,Northern Beaches
2018-02-07,Avalon Beach,2107.0,1471000,2.0,1,1.0,house,2018,Northern Beaches
2018-02-07,Bilgola Plateau,2107.0,1395000,4.0,3,2.0,house,2018,Northern Beaches
2018-01-30,Avalon Beach,2107.0,9500000,4.0,3,3.0,house,2018,Northern Beaches
2018-01-05,Avalon Beach,2107.0,1315000,3.0,2,2.0,townhouse,2018,Northern Beaches
2017-12-15,Bilgola Plateau,2107.0,1600000,4.0,2,2.0,house,2017,Northern Beaches
2017-12-11,Avalon Beach,2107.0,1350000,4.0,2,2.0,house,2017,Northern Beaches
2017-12-10,Avalon Beach,2107.0,1800000,4.0,2,9.0,house,2017,Northern Beaches
2017-12-09,Avalon Beach,2107.0,2400000,5.0,3,2.0,house,2017,Northern Beaches
2017-12-08,Bilgola Plateau,2107.0,1485000,4.0,3,3.0,house,2017,Northern Beaches
2017-12-07,Whale Beach,2107.0,1700000,4.0,2,5.0,house,2017,Northern Beaches
2017-12-07,Bilgola Plateau,2107.0,1000000,2.0,1,2.0,house,2017,Northern Beaches
2017-12-06,Avalon Beach,2107.0,2245000,4.0,2,2.0,house,2017,Northern Beaches
2017-12-06,Bilgola Plateau,2107.0,1550000,3.0,2,2.0,house,2017,Northern Beaches
2017-12-02,Avalon Beach,2107.0,1250000,5.0,2,2.0,house,2017,Northern Beaches
2017-12-01,Avalon Beach,2107.0,1950000,3.0,3,2.0,house,2017,Northern Beaches
2017-11-24,Avalon Beach,2107.0,1200000,3.0,2,2.0,townhouse,2017,Northern Beaches
2017-11-22,Avalon Beach,2107.0,1805000,4.0,2,2.0,house,2017,Northern Beaches
2017-11-22,Avalon Beach,2107.0,1600000,3.0,2,2.0,house,2017,Northern Beaches
2017-11-21,Whale Beach,2107.0,2925000,6.0,4,2.0,house,2017,Northern Beaches
2017-11-17,Avalon Beach,2107.0,1750000,3.0,3,2.0,house,2017,Northern Beaches
2017-11-10,Bilgola Plateau,2107.0,2036500,4.0,2,2.0,house,2017,Northern Beaches
2017-11-10,Avalon Beach,2107.0,1925000,3.0,3,2.0,house,2017,Northern Beaches
2017-11-09,Clareville,2107.0,4400000,4.0,3,2.0,house,2017,Northern Beaches
2017-11-04,Bilgola Plateau,2107.0,1640000,4.0,3,2.0,house,2017,Northern Beaches
2017-11-03,Avalon Beach,2107.0,1920000,4.0,2,2.0,house,2017,Northern Beaches
2017-11-03,Bilgola Plateau,2107.0,1100000,2.0,1,2.0,house,2017,Northern Beaches
2017-11-02,Avalon Beach,2107.0,3400000,5.0,4,2.0,house,2017,Northern Beaches
2017-10-27,Bilgola Plateau,2107.0,1450000,3.0,1,2.0,house,2017,Northern Beaches
2017-10-26,Avalon Beach,2107.0,1455000,4.0,2,2.0,house,2017,Northern Beaches
2017-10-23,Avalon Beach,2107.0,1451000,4.0,2,2.0,house,2017,Northern Beaches
2017-10-19,Avalon Beach,2107.0,1675000,4.0,3,2.0,house,2017,Northern Beaches
2017-10-17,Avalon Beach,2107.0,2650000,5.0,4,2.0,house,2017,Northern Beaches
2017-10-14,Bilgola Plateau,2107.0,1800000,4.0,2,2.0,house,2017,Northern Beaches
2017-10-13,Avalon Beach,2107.0,2100000,5.0,4,2.0,house,2017,Northern Beaches
2017-10-13,Bilgola Plateau,2107.0,1450000,3.0,2,2.0,house,2017,Northern Beaches
2017-10-11,Avalon Beach,2107.0,1850000,3.0,2,2.0,house,2017,Northern Beaches
2017-10-10,Avalon Beach,2107.0,1440000,4.0,2,2.0,house,2017,Northern Beaches
2017-10-06,Avalon Beach,2107.0,2270000,5.0,3,2.0,house,2017,Northern Beaches
2017-10-04,Avalon Beach,2107.0,1843000,3.0,2,2.0,house,2017,Northern Beaches
2017-09-30,Bilgola Beach,2107.0,3360000,3.0,3,4.0,house,2017,Northern Beaches
2017-09-26,Avalon Beach,2107.0,2239000,4.0,3,2.0,house,2017,Northern Beaches
2017-09-15,Avalon Beach,2107.0,1550000,6.0,2,4.0,house,2017,Northern Beaches
2017-09-14,Avalon Beach,2107.0,1950000,7.0,6,3.0,house,2017,Northern Beaches
2017-09-13,Avalon Beach,2107.0,2005000,3.0,2,2.0,house,2017,Northern Beaches
2017-09-13,Avalon Beach,2107.0,1630000,3.0,1,3.0,house,2017,Northern Beaches
2017-09-13,Avalon Beach,2107.0,1495000,3.0,1,1.0,house,2017,Northern Beaches
2017-09-13,Avalon Beach,2107.0,1420000,3.0,1,2.0,house,2017,Northern Beaches
2017-09-12,Avalon Beach,2107.0,3450000,3.0,2,2.0,house,2017,Northern Beaches
2017-09-02,Bilgola Plateau,2107.0,1637000,4.0,2,2.0,house,2017,Northern Beaches
2017-09-01,Bilgola Plateau,2107.0,2825000,4.0,3,4.0,house,2017,Northern Beaches
2017-08-23,Clareville,2107.0,2850000,4.0,2,2.0,house,2017,Northern Beaches
2017-08-23,Bilgola Plateau,2107.0,1520000,2.0,1,1.0,house,2017,Northern Beaches
2017-08-22,Avalon Beach,2107.0,1380000,4.0,3,2.0,house,2017,Northern Beaches
2017-08-21,Whale Beach,2107.0,2400000,5.0,4,2.0,house,2017,Northern Beaches
2017-08-21,Avalon Beach,2107.0,1252000,2.0,1,2.0,house,2017,Northern Beaches
2017-08-19,Bilgola Plateau,2107.0,1575000,6.0,3,2.0,house,2017,Northern Beaches
2017-08-16,Avalon Beach,2107.0,2200000,4.0,2,2.0,house,2017,Northern Beaches
2017-08-16,Avalon Beach,2107.0,1680000,4.0,2,2.0,house,2017,Northern Beaches
2017-08-11,Bilgola Plateau,2107.0,2625000,4.0,3,2.0,house,2017,Northern Beaches
2017-08-10,Avalon Beach,2107.0,1620000,4.0,2,2.0,house,2017,Northern Beaches
2017-08-05,Avalon Beach,2107.0,1650000,3.0,2,2.0,house,2017,Northern Beaches
2017-08-04,Avalon Beach,2107.0,1400000,3.0,2,2.0,house,2017,Northern Beaches
2017-08-02,Avalon Beach,2107.0,1480000,4.0,2,2.0,house,2017,Northern Beaches
2017-08-01,Avalon Beach,2107.0,1875000,4.0,3,2.0,house,2017,Northern Beaches
2017-07-29,Clareville,2107.0,1620000,5.0,2,2.0,house,2017,Northern Beaches
2017-07-29,Avalon Beach,2107.0,1565000,6.0,3,3.0,house,2017,Northern Beaches
2017-07-26,Avalon Beach,2107.0,2500000,4.0,3,2.0,house,2017,Northern Beaches
2017-07-21,Avalon Beach,2107.0,1470000,3.0,2,2.0,house,2017,Northern Beaches
2017-07-05,Bilgola Plateau,2107.0,1730000,5.0,2,1.0,house,2017,Northern Beaches
2017-07-01,Avalon Beach,2107.0,1800000,5.0,3,2.0,house,2017,Northern Beaches
2017-06-30,Clareville,2107.0,5750000,5.0,4,3.0,house,2017,Northern Beaches
2017-06-24,Avalon Beach,2107.0,2050000,5.0,3,2.0,house,2017,Northern Beaches
2017-06-24,Bilgola Plateau,2107.0,1460000,2.0,1,2.0,house,2017,Northern Beaches
2017-06-24,Avalon Beach,2107.0,1343000,4.0,2,2.0,house,2017,Northern Beaches
2017-06-23,Clareville,2107.0,4700000,3.0,3,2.0,house,2017,Northern Beaches
2017-06-21,Avalon Beach,2107.0,1920000,4.0,2,3.0,house,2017,Northern Beaches
2017-06-21,Avalon Beach,2107.0,1390000,3.0,2,2.0,house,2017,Northern Beaches
2017-06-20,Avalon Beach,2107.0,1630000,4.0,3,2.0,house,2017,Northern Beaches
2017-06-17,Bilgola Plateau,2107.0,1480000,3.0,1,1.0,house,2017,Northern Beaches
2017-06-16,Avalon Beach,2107.0,1125000,3.0,1,1.0,house,2017,Northern Beaches
2017-06-15,Avalon Beach,2107.0,1425000,3.0,1,2.0,house,2017,Northern Beaches
2017-06-03,Avalon Beach,2107.0,2335000,3.0,3,4.0,house,2017,Northern Beaches
2017-06-03,Bilgola Plateau,2107.0,1550000,4.0,2,2.0,house,2017,Northern Beaches
2017-06-02,Whale Beach,2107.0,1550000,3.0,3,2.0,house,2017,Northern Beaches
2017-05-27,Bilgola Plateau,2107.0,1621000,4.0,2,2.0,house,2017,Northern Beaches
2017-05-26,Bilgola Plateau,2107.0,1465000,3.0,1,2.0,house,2017,Northern Beaches
2017-05-24,Avalon Beach,2107.0,1930000,3.0,2,2.0,townhouse,2017,Northern Beaches
2017-05-24,Bilgola Plateau,2107.0,1550000,3.0,3,2.0,house,2017,Northern Beaches
2017-05-17,Avalon Beach,2107.0,1860000,4.0,3,2.0,house,2017,Northern Beaches
2017-05-17,Avalon Beach,2107.0,1600000,4.0,2,2.0,house,2017,Northern Beaches
2017-05-13,Avalon Beach,2107.0,1250000,3.0,2,2.0,house,2017,Northern Beaches
2017-05-11,Avalon Beach,2107.0,1350000,4.0,2,4.0,house,2017,Northern Beaches
2017-05-06,Avalon Beach,2107.0,1660000,3.0,2,2.0,house,2017,Northern Beaches
2017-05-03,Avalon Beach,2107.0,3150000,4.0,3,3.0,house,2017,Northern Beaches
2017-05-03,Whale Beach,2107.0,3050000,4.0,4,2.0,house,2017,Northern Beaches
2017-04-26,Avalon Beach,2107.0,1500000,4.0,2,2.0,house,2017,Northern Beaches
2017-04-21,Avalon Beach,2107.0,2100000,3.0,1,2.0,house,2017,Northern Beaches
2017-04-18,Avalon Beach,2107.0,2000000,4.0,2,2.0,house,2017,Northern Beaches
2017-04-13,Avalon Beach,2107.0,1220000,3.0,1,1.0,house,2017,Northern Beaches
2017-04-11,Bilgola Plateau,2107.0,1800000,3.0,2,1.0,house,2017,Northern Beaches
2017-04-08,Bilgola Plateau,2107.0,1790000,5.0,2,2.0,house,2017,Northern Beaches
2017-04-08,Avalon Beach,2107.0,1592000,4.0,2,2.0,house,2017,Northern Beaches
2017-04-08,Avalon Beach,2107.0,1550000,4.0,2,2.0,house,2017,Northern Beaches
2017-04-07,Avalon Beach,2107.0,2000000,5.0,2,2.0,house,2017,Northern Beaches
2017-04-07,Avalon Beach,2107.0,1390000,3.0,2,2.0,house,2017,Northern Beaches
2017-04-04,Avalon Beach,2107.0,1300000,4.0,3,2.0,house,2017,Northern Beaches
2017-04-01,Avalon Beach,2107.0,2255000,5.0,2,1.0,house,2017,Northern Beaches
2017-03-31,Avalon Beach,2107.0,1610000,4.0,3,4.0,house,2017,Northern Beaches
2017-03-29,Avalon Beach,2107.0,4730000,5.0,4,5.0,house,2017,Northern Beaches
2017-03-29,Avalon Beach,2107.0,1490000,2.0,2,3.0,house,2017,Northern Beaches
2017-03-29,Avalon Beach,2107.0,1460000,5.0,3,1.0,house,2017,Northern Beaches
2017-03-27,Avalon Beach,2107.0,1700000,4.0,2,2.0,house,2017,Northern Beaches
2017-03-25,Avalon Beach,2107.0,1870000,5.0,3,2.0,house,2017,Northern Beaches
2017-03-21,Whale Beach,2107.0,3050000,3.0,3,3.0,house,2017,Northern Beaches
2017-03-20,Bilgola Plateau,2107.0,1950000,4.0,2,4.0,house,2017,Northern Beaches
2017-03-18,Bilgola Plateau,2107.0,1570000,4.0,2,2.0,house,2017,Northern Beaches
2017-03-18,Avalon Beach,2107.0,1090000,3.0,1,1.0,house,2017,Northern Beaches
2017-03-15,Avalon Beach,2107.0,3800000,4.0,2,3.0,house,2017,Northern Beaches
2017-03-15,Clareville,2107.0,2265000,2.0,2,2.0,house,2017,Northern Beaches
2017-03-14,Avalon Beach,2107.0,1300000,2.0,2,1.0,house,2017,Northern Beaches
2017-03-11,Bilgola Plateau,2107.0,2120000,4.0,3,2.0,house,2017,Northern Beaches
2017-03-11,Avalon Beach,2107.0,1750000,4.0,2,4.0,house,2017,Northern Beaches
2017-03-11,Bilgola Plateau,2107.0,1600000,6.0,3,3.0,house,2017,Northern Beaches
2017-03-11,Avalon Beach,2107.0,1490000,3.0,2,3.0,house,2017,Northern Beaches
2017-03-04,Avalon Beach,2107.0,2370000,3.0,2,2.0,house,2017,Northern Beaches
2017-03-04,Avalon Beach,2107.0,1635000,4.0,2,2.0,house,2017,Northern Beaches
2017-03-03,Avalon Beach,2107.0,1355000,3.0,1,2.0,house,2017,Northern Beaches
2017-03-01,Avalon Beach,2107.0,1871000,4.0,3,4.0,house,2017,Northern Beaches
2017-03-01,Avalon Beach,2107.0,1660000,3.0,1,2.0,house,2017,Northern Beaches
2017-03-01,Bilgola Plateau,2107.0,1580000,4.0,2,2.0,house,2017,Northern Beaches
2017-02-28,Avalon Beach,2107.0,1520000,4.0,3,2.0,house,2017,Northern Beaches
2017-02-13,Avalon Beach,2107.0,2095000,4.0,3,2.0,house,2017,Northern Beaches
2017-02-10,Avalon Beach,2107.0,3050000,5.0,4,2.0,house,2017,Northern Beaches
2017-02-08,Bilgola Plateau,2107.0,1630000,4.0,2,2.0,house,2017,Northern Beaches
2017-02-08,Bilgola Plateau,2107.0,1400000,4.0,2,2.0,house,2017,Northern Beaches
2017-02-02,Avalon Beach,2107.0,1750000,4.0,3,1.0,house,2017,Northern Beaches
2017-01-28,Avalon Beach,2107.0,2500000,5.0,2,2.0,house,2017,Northern Beaches
2017-01-25,Avalon Beach,2107.0,1725000,5.0,2,1.0,house,2017,Northern Beaches
2017-01-23,Whale Beach,2107.0,4200000,2.0,1,1.0,house,2017,Northern Beaches
2016-12-31,Avalon Beach,2107.0,1500000,5.0,3,2.0,house,2016,Northern Beaches
2016-12-17,Avalon Beach,2107.0,1900000,3.0,1,2.0,house,2016,Northern Beaches
2016-12-17,Avalon Beach,2107.0,1600000,2.0,2,1.0,house,2016,Northern Beaches
2016-12-17,Avalon Beach,2107.0,1460000,4.0,1,2.0,house,2016,Northern Beaches
2016-12-17,Avalon Beach,2107.0,1350000,3.0,2,2.0,house,2016,Northern Beaches
2016-12-10,Avalon Beach,2107.0,2055000,4.0,3,2.0,house,2016,Northern Beaches
2016-12-08,Avalon Beach,2107.0,1350000,5.0,3,2.0,house,2016,Northern Beaches
2016-12-08,Bilgola Plateau,2107.0,1325000,3.0,1,1.0,house,2016,Northern Beaches
2016-11-26,Bilgola Plateau,2107.0,1960000,5.0,4,2.0,house,2016,Northern Beaches
2016-11-18,Avalon Beach,2107.0,2100000,5.0,2,2.0,house,2016,Northern Beaches
2016-11-17,Avalon Beach,2107.0,1160000,3.0,2,2.0,duplex/semi-detached,2016,Northern Beaches
2016-11-16,Bilgola Plateau,2107.0,1400000,3.0,2,2.0,house,2016,Northern Beaches
2016-11-11,Avalon Beach,2107.0,2100000,4.0,2,3.0,house,2016,Northern Beaches
2016-11-11,Avalon Beach,2107.0,1602000,4.0,3,2.0,house,2016,Northern Beaches
2016-11-07,Clareville,2107.0,3575000,5.0,4,2.0,house,2016,Northern Beaches
2016-11-07,Avalon Beach,2107.0,1390000,3.0,2,2.0,house,2016,Northern Beaches
2016-10-29,Avalon Beach,2107.0,1750000,4.0,1,2.0,house,2016,Northern Beaches
2016-10-26,Clareville,2107.0,1935000,2.0,1,3.0,house,2016,Northern Beaches
2016-10-26,Avalon Beach,2107.0,1460000,4.0,2,2.0,house,2016,Northern Beaches
2016-10-21,Avalon Beach,2107.0,1305000,4.0,2,2.0,house,2016,Northern Beaches
2016-10-19,Avalon Beach,2107.0,1875000,5.0,3,3.0,house,2016,Northern Beaches
2016-10-19,Avalon Beach,2107.0,1256000,3.0,1,2.0,house,2016,Northern Beaches
2016-10-18,Avalon Beach,2107.0,1800000,3.0,2,2.0,house,2016,Northern Beaches
2016-10-13,Clareville,2107.0,3200000,3.0,2,3.0,house,2016,Northern Beaches
2016-10-13,Avalon Beach,2107.0,1405000,4.0,3,3.0,townhouse,2016,Northern Beaches
2016-10-13,Avalon Beach,2107.0,1350000,3.0,2,2.0,townhouse,2016,Northern Beaches
2016-10-12,Avalon Beach,2107.0,1675000,3.0,2,2.0,townhouse,2016,Northern Beaches
2016-10-12,Avalon Beach,2107.0,1430000,3.0,2,1.0,house,2016,Northern Beaches
2016-10-12,Avalon Beach,2107.0,1290000,3.0,2,2.0,house,2016,Northern Beaches
2016-10-10,Avalon Beach,2107.0,2480000,4.0,3,2.0,townhouse,2016,Northern Beaches
2016-10-07,Avalon Beach,2107.0,1500000,4.0,2,2.0,house,2016,Northern Beaches
2016-10-01,Avalon Beach,2107.0,2100000,4.0,3,3.0,house,2016,Northern Beaches
2016-09-27,Avalon Beach,2107.0,1305000,3.0,2,2.0,townhouse,2016,Northern Beaches
2016-09-26,Avalon Beach,2107.0,1305000,4.0,3,2.0,house,2016,Northern Beaches
2016-09-26,Avalon Beach,2107.0,1210000,3.0,1,1.0,house,2016,Northern Beaches
2016-09-21,Bilgola Beach,2107.0,3550000,4.0,5,2.0,house,2016,Northern Beaches
2016-09-21,Bilgola Plateau,2107.0,1410000,4.0,2,2.0,house,2016,Northern Beaches
2016-09-14,Bilgola Beach,2107.0,2450000,4.0,3,2.0,house,2016,Northern Beaches
2016-09-14,Avalon Beach,2107.0,1055000,3.0,2,2.0,house,2016,Northern Beaches
2016-09-13,Whale Beach,2107.0,3300000,4.0,3,4.0,house,2016,Northern Beaches
2016-09-10,Avalon Beach,2107.0,1775000,4.0,2,2.0,house,2016,Northern Beaches
2016-09-10,Avalon Beach,2107.0,1310000,3.0,2,2.0,house,2016,Northern Beaches
2016-09-05,Avalon Beach,2107.0,1650000,4.0,1,1.0,house,2016,Northern Beaches
2016-09-03,Avalon Beach,2107.0,1260000,2.0,1,1.0,house,2016,Northern Beaches
2016-08-28,Avalon Beach,2107.0,1380000,4.0,3,2.0,house,2016,Northern Beaches
2016-08-27,Bilgola Plateau,2107.0,1581000,4.0,2,1.0,house,2016,Northern Beaches
2016-08-27,Avalon Beach,2107.0,1425000,3.0,1,1.0,house,2016,Northern Beaches
2016-08-26,Avalon Beach,2107.0,2075000,4.0,2,2.0,house,2016,Northern Beaches
2016-08-17,Avalon Beach,2107.0,1655000,3.0,2,2.0,house,2016,Northern Beaches
2016-08-13,Avalon Beach,2107.0,1295000,4.0,1,2.0,house,2016,Northern Beaches
2016-08-12,Avalon Beach,2107.0,2450000,5.0,3,4.0,house,2016,Northern Beaches
2016-07-16,Avalon Beach,2107.0,1730000,3.0,2,2.0,house,2016,Northern Beaches
2016-07-12,Avalon Beach,2107.0,1275000,3.0,2,1.0,house,2016,Northern Beaches
